Count_,NUMBER_,LOCATION,MAP_NAME,EAST_1984,NORTH_1984,ZONE_,HOLE,DEPTH_FT,DEPTH_M,PETROLOGY,PET_DESC,ROCK_TYPE,REFERENCE,REF_DESC,ORG_NUMBER,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,H2O,CO2,chk1,chk2,Ba,Co,Cr,Cu,Li,Ga,Nb,Ni,Rb,Sr,V,Y,Zn,Zr
341,2189,KALGOORLIE,KALGOORLIE,317045.4,6586644,51,144,5,1.52,,,SPIN PERIDOTITE,RWN,"RW Nesbitt, 1971",ADU,45.9,0.24,5.2,11.6,0.005,0.21,30.7,5.9,0.4,0.01,0.02,6,0,0,11,10,2,108,2870,NA,NA,NA,1,1628,1,19,112,6,NA,13
342,2190,KALGOORLIE,KALGOORLIE,317045.4,6586644,51,144,25,7.62,,,SPIN PERIDOTITE,RWN,"RW Nesbitt, 1971",ADU,45.2,0.29,6.2,12.8,0.005,0.21,28.6,5.9,0.6,0.04,0.02,6.4,0,0,11,10,3,107,3070,NA,NA,NA,1,1396,3,20,124,6,NA,16
340,2183,KALGOORLIE,KALGOORLIE,317045.4,6586644,51,144,42,12.8,LCT,,SPIN PERIDOTITE,RWN,"RW Nesbitt, 1971",ADU,45.6,0.3,6.3,11.9,0.005,0.23,29.1,6.1,0.58,0.03,0.02,6.3,0,0,11,10,9,98,3200,NA,NA,NA,1,1322,4,24,133,6,NA,16
243,1227,EULAMINNA,LAVERTON,379970.9,6794486,51,9,73,22.25,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,47.3,1.41,14.4,3.2,10.7,0.25,5.2,10.3,3.43,0.12,0.14,0.005,3,0.3,13,10,75,63,107,110,NA,NA,NA,80,NA,138,368,45,110,80
1040,59,NORSEMAN,NORSEMAN,384872.9,6437376,51,C55,100,30.48,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.8,0.95,14.7,1.7,8.9,0.2,4.6,12.6,2.2,0.23,0.16,0.005,1,1,13,11,NA,60,375,134,3,NA,NA,154,1,96,299,22,95,61
1044,63,NORSEMAN,NORSEMAN,385056.2,6437378,51,C54,100,30.48,U,uralitized,BASALT,JAH,JA Hallberg,UWA,49.3,0.79,15.3,0.7,9.8,0.22,9,10.3,2.6,0.13,0.15,0.005,1.5,0,12,11,NA,59,395,72,9,NA,NA,172,4,112,313,17,99,50
1012,31,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,108,32.91,U,uralitized,GABBRO,JAH,JA Hallberg,UWA,49.8,1.23,16.4,1.4,9.4,0.18,6.2,10.1,2.9,0.39,0.16,0.005,1.4,0.1,13,11,NA,63,130,116,9,NA,NA,87,27,112,399,26,102,65
1796,1122,YOUANMI,YOUANMI,786673.6,6802854,50,BL3,112.3,34.22,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,53.1,0.74,12.3,1.7,7.2,0.22,7.4,12.4,3,0.12,0.11,0.005,1.7,0.5,13,11,46,70,332,33,NA,NA,NA,110,3,60,304,14,100,45
1035,54,NORSEMAN,NORSEMAN,384768.1,6437375,51,C56,115,35.05,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.3,1.04,16.3,0.8,9.1,0.25,4.7,12.3,2.6,0.19,0.16,0.005,1.9,0.1,13,11,NA,61,470,110,9,NA,NA,173,7,124,306,26,105,65
289,1100,JACKSON,JACKSON,686978.8,6613249,50,DJ1,120,36.57,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.1,0.6,15,1.4,7.9,0.17,7.8,8.3,3.52,0.46,0.08,0.005,2.6,0.1,13,12,NA,47,192,152,NA,8,9,120,3,79,310,31,75,38
1794,1120,YOUANMI,YOUANMI,786673.6,6802854,50,BL2,132.5,40.38,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.4,0.8,15,1.4,8.4,0.26,7.8,11,2.19,0.16,0.11,0.005,1.7,0,12,11,28,68,359,62,NA,NA,NA,118,12,113,321,17,240,59
1805,1131,YOUANMI,YOUANMI,786673.6,6802854,50,BL7,133,40.53,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,53,0.73,13.8,1.1,7.5,0.17,7.9,10.6,3.11,0.12,0.03,0.005,1.3,0.2,13,12,48,50,329,102,NA,NA,4,89,6,101,297,15,80,42
1615,2249,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373806.6,6546326,51,KD 1,135,41.14,CTS,chlorite tremolite schist,HIGH MG BASALTX,ROS,,KR 46,41.3,0.43,9.1,4.6,7.5,0.22,22.6,6.4,0.08,0.01,0.01,0.005,7,0.1,13,12,5,114,2440,1,NA,10,NA,925,1,5,127,8,84,23
167,1475,CUE,CUE,608359.1,6949169,50,YD1,138,42.06,MU,,DOLERITE,JAH,JA Hallberg,CSIR,52,1.17,13.8,2.1,10.3,0.14,6.1,7,4,0.29,0.18,0.005,2.2,0,12,12,114,68,49,53,NA,NA,5,71,10,161,263,22,78,96
1063,82,NORSEMAN,NORSEMAN,385422.7,6437382,51,C59,150,45.72,R,recrystallized,GABBRO,JAH,JA Hallberg,UWA,51.9,1,15.1,1.4,9.8,0.25,6.2,9.4,3.2,0.21,0.14,0.005,1.1,0.2,13,11,NA,52,285,102,5,NA,NA,88,15,55,333,23,137,56
1798,1124,YOUANMI,YOUANMI,786627.8,6801006,50,BL4,153,46.63,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,52.1,0.85,14,1.4,8.4,0.17,7.7,11.6,2.65,0.18,0.05,0.005,1.3,0,12,11,64,59,390,12,NA,NA,NA,109,5,155,335,17,77,51
1712,2251,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373806.6,6546326,51,KD 1,155,47.24,TCC,,PERIDOTITE,ROS,,,42.4,0.21,4.4,4.7,3.6,0.09,28.6,3.4,0.01,0,0.02,0.005,4.7,7.5,12,12,5,121,1700,38,NA,5,NA,1760,1,20,67,2,0.56,11
1638,2282,WIDGIEMOOLTHA,WIDGIEMOOLTHA,374547.6,6546334,51,KD21,171,52.12,TCC,,PERIDOTITE,ROS,,,37.9,0.25,5.7,1.1,8.4,0.18,25.5,5.3,0.15,0.02,0.02,0.005,6.6,8.4,13,12,3,116,2320,10,NA,6,NA,1580,1,31,111,3,67,15
1806,1132,YOUANMI,YOUANMI,786673.6,6802854,50,BL7,171,52.12,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,53.2,0.78,14.2,1.5,7.9,0.19,7.9,9.9,3.38,0.11,0.08,0.005,1.4,0,12,11,78,56,330,38,NA,NA,NA,102,5,113,298,16,80,43
258,1695,GLENGARRY,GLENGARRY,663363.8,7021199,50,GD2,172,52.42,CTS,chlorite tremolite schist,HIGH MG BASALT,JAH,JA Hallberg,CSIR,44.2,0.57,5,5.8,9.1,0.14,23.5,5.9,0.06,0.01,0.03,0.005,6.1,0.2,13,10,NA,105,2023,160,NA,NA,4,1290,NA,6,170,20,58,27
1618,2253,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373806.6,6546326,51,KD 1,173,52.73,TCC,,PERIDOTITE,ROS,,KR 50,38.4,0.16,3.5,2.4,4.7,0.11,30.6,2.4,0.02,0,0.01,0.005,5.4,11.8,12,12,5,97,1394,30,NA,3,NA,1642,1,12,56,4,39,9
1640,2284,WIDGIEMOOLTHA,WIDGIEMOOLTHA,374547.6,6546334,51,KD21,178,54.25,TCC,,PERIDOTITE,ROS,,,42.4,0.23,4.9,1.9,6.4,0.12,26.5,4,0.07,0,0.02,0.005,6.2,6.6,12,12,3,98,1660,64,NA,5,NA,1780,1,26,76,2,98,11
238,1222,EULAMINNA,LAVERTON,380077.3,6794672,51,7,180,54.86,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,47.8,1.41,14.3,3.2,11.2,0.26,6.2,8.3,3.2,0.07,0.14,0.005,3.9,0.3,13,10,45,64,116,108,NA,NA,NA,88,NA,89,350,30,120,89
1619,2254,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373806.6,6546326,51,KD 1,181,55.16,TCC,,PERIDOTITE,ROS,,KR 51,40.8,0.26,5.2,4.2,5.3,0.1,27.9,3.2,0.01,0,0.02,0.005,6.8,6,12,12,4,99,1910,5,NA,4,NA,1490,1,14,82,4,41,14
245,1229,EULAMINNA,LAVERTON,379970.9,6794486,51,9,187,56.99,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,47,1.35,14.1,2.9,11.7,0.27,6.1,8.9,3.02,0.02,0.14,0.005,4.3,0.3,13,10,NA,66,111,92,NA,NA,NA,88,4,104,358,39,123,81
1799,1125,YOUANMI,YOUANMI,786627.8,6801006,50,BL4,193,58.82,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,52.7,0.76,14.4,1.6,7.5,0.17,7.6,10.6,3.46,0.16,0.07,0.005,1.3,0.3,13,11,100,65,329,88,NA,NA,NA,109,3,152,311,17,81,46
1655,2310,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373727.3,6546325,51,KD12,194,59.13,CTS,chlorite tremolite schist,HIGH MG BASALTX,ROS,,BC  7,45.1,0.27,6.8,1.1,9.6,0.19,22,7.5,0.15,0.02,0.03,0.005,5.9,0.3,13,12,5,92,2360,115,NA,7,NA,1170,1,18,96,6,58,15
1013,32,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,200,60.96,U,uralitized,GABBRO,JAH,JA Hallberg,UWA,48.9,1.1,15.9,1.4,9.9,0.23,6.5,11.2,2.9,0.26,0.17,0.005,1.2,0,12,11,NA,47,220,59,5,NA,NA,95,11,119,315,24,125,57
1036,55,NORSEMAN,NORSEMAN,384768.1,6437375,51,C56,200,60.96,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.6,0.99,15.1,1.7,9.7,0.21,6.5,12.2,1.9,0.15,0.19,0.005,0.9,0,12,11,NA,60,425,132,5,NA,NA,153,1,98,295,22,100,62
1041,60,NORSEMAN,NORSEMAN,384872.9,6437376,51,C55,200,60.96,U,uralitized,BASALT,JAH,JA Hallberg,UWA,49.9,0.92,14.4,1.4,10.7,0.21,7.5,10.6,2.9,0.12,0.13,0.005,0.8,0,12,11,NA,66,290,129,5,NA,NA,148,6,135,310,25,110,63
1045,64,NORSEMAN,NORSEMAN,385056.2,6437378,51,C54,200,60.96,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,50.1,0.82,14.7,0.7,9.9,0.19,8.5,11.1,1.9,0.13,0.13,0.005,1.1,0.1,13,11,NA,57,340,117,4,NA,NA,163,3,88,355,19,96,47
1656,2311,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373727.3,6546325,51,KD12,200,60.96,CTS,chlorite tremolite schist,HIGH MG BASALTX,ROS,,BC  8,48.3,0.27,5.5,1.1,8.4,0.18,21.6,9.2,0.19,0.04,0.02,0.005,5,0.1,13,12,5,64,995,6,NA,6,NA,630,1,22,76,6,83,15
257,1694,GLENGARRY,GLENGARRY,663204.3,7021663,50,GD1,209,63.7,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.4,1.21,10.9,2,8.4,0.16,11.7,7.5,3.41,0.96,0.1,0.005,2.5,0.3,13,11,125,73,1054,11,NA,NA,NA,328,31,293,247,38,35,106
1103,122,NORSEMAN,NORSEMAN,386896.3,6436752,51,S49,212,64.61,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,48,0.51,13.2,1.1,10.6,0.2,12.3,10.4,1.3,0.11,0.11,0.005,2.1,0,12,11,NA,75,355,94,7,NA,NA,150,9,54,287,25,98,27
166,1474,CUE,CUE,608721.3,6949812,50,MCY1,222.5,67.81,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,53.1,1.4,14.3,1.8,8.8,0.2,6.1,8.7,2.37,0.31,0.23,0.005,2.3,0,12,11,134,85,85,172,NA,NA,NA,126,12,119,413,29,115,90
1807,1133,YOUANMI,YOUANMI,786673.6,6802854,50,BL7,227.5,69.34,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.4,0.74,14.3,1.4,8.4,0.18,9,10.7,1.57,0.07,0.08,0.005,1.4,0,12,11,40,49,310,180,NA,NA,NA,99,3,67,304,14,54,44
1800,1126,YOUANMI,YOUANMI,786627.8,6801006,50,BL4,233,71.01,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,53.8,0.76,14.2,1.3,7.5,0.21,7.4,11,2.93,0.08,0.06,0.005,1,0,12,10,50,70,340,20,NA,NA,NA,107,NA,126,311,19,72,45
1608,2241,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373727.3,6546325,51,KD12,239,72.84,CTS,chlorite tremolite schist,HIGH MG BASALTX,ROS,,,43.9,0.27,5.9,4.1,6.2,0.15,25.7,5.2,0.06,0.01,0.02,0.005,6.3,1.9,13,12,15,93,1510,42,NA,6,NA,930,1,20,108,6,79,15
122,991,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD2B,244,74.37,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.8,0.64,14.8,2.9,8.8,0.09,8,11.8,2.17,0.11,0.08,0.005,1.4,0,12,13,70,62,313,91,NA,12,3,170,10,103,184,20,93,43
1609,2242,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373727.3,6546325,51,KD12,244,74.37,CTS,chlorite tremolite schist,PERIDOTITE,ROS,,,36,0.18,3.9,4.1,4.8,0.26,26.3,7.6,0.05,0,0.01,0.005,5.1,11.4,12,12,5,71,1380,46,NA,5,NA,1580,1,104,67,3,74,10
1064,83,NORSEMAN,NORSEMAN,385422.7,6437382,51,C59,250,76.2,U,uralitized,GABBRO,JAH,JA Hallberg,UWA,51.8,0.89,16.7,1,8.6,0.23,6.3,10.7,2.6,0.19,0.17,0.005,1,0,12,11,NA,61,190,91,6,NA,NA,149,3,100,255,18,107,50
1801,1127,YOUANMI,YOUANMI,786627.8,6801006,50,BL4,253,77.11,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.9,0.76,14.2,1.3,8.3,0.18,7.9,11.1,2.83,0.08,0.09,0.005,1.4,0,12,10,53,58,343,97,NA,NA,NA,85,NA,164,308,17,67,47
1797,1123,YOUANMI,YOUANMI,786673.6,6802854,50,BL3,284.5,86.71,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.2,0.74,14.5,1.3,7.6,0.23,7.9,11.6,2.31,0.14,0.12,0.005,1.5,0.2,13,12,44,70,338,74,NA,NA,3,98,10,107,308,16,74,44
1611,2245,WIDGIEMOOLTHA,WIDGIEMOOLTHA,373727.3,6546325,51,KD12,290,88.39,TCS,tremolitic; carbonatized; serpentinized,PERIDOTITE,ROS,,,34.4,0.1,2.1,3,3.4,0.12,34.5,0.1,0.03,0,0.01,0.005,4.1,17.7,12,12,5,94,1170,15,NA,2,NA,2140,1,1,41,2,42,6
187,1568,CUE,CUE,585558.4,6990738,50,CU2,300,91.44,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,53.6,1.33,15.2,3.6,7.3,0.12,4.7,3,4.42,0.3,0.16,0.005,0.5,0.2,13,12,220,67,166,129,NA,21,12,104,NA,218,157,21,62,124
290,1101,JACKSON,JACKSON,686978.8,6613249,50,DJ2,300,91.44,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.3,0.63,15.2,1.7,8.7,0.26,7.7,10.9,2.57,0.08,0.1,0.005,1.4,0,12,11,NA,54,261,2,NA,12,7,106,NA,139,289,18,78,68
1014,33,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,300,91.44,U,uralitized,GABBRO,JAH,JA Hallberg,UWA,50.1,0.93,15.2,1.3,9.3,0.19,6.6,11.1,2.6,0.25,0.16,0.005,1.2,0.3,13,11,NA,43,320,96,5,NA,NA,111,15,107,279,23,111,60
1037,56,NORSEMAN,NORSEMAN,384768.1,6437375,51,C56,300,91.44,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.4,1.06,15.9,2.4,8.6,0.21,5.1,12,2.7,0.13,0.12,0.005,1.1,0.2,13,11,NA,50,510,100,1,NA,NA,192,3,100,230,22,97,63
1042,61,NORSEMAN,NORSEMAN,384872.9,6437376,51,C55,300,91.44,U,uralitized,BASALT,JAH,JA Hallberg,UWA,47.1,0.99,15.7,1.5,10.6,0.23,5.2,12.8,2.7,0.09,0.14,0.005,1.2,1,13,11,NA,63,325,75,5,NA,NA,161,6,101,380,22,161,60
1046,65,NORSEMAN,NORSEMAN,385056.2,6437378,51,C54,300,91.44,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,50.3,0.8,14.5,1.2,9.7,0.21,8.5,11.1,2.2,0.09,0.14,0.005,1.1,0,12,11,NA,55,340,89,5,NA,NA,159,7,82,297,20,97,47
1072,91,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,300,91.44,AU,amygdaloidal; uralitized,BASALT,JAH,JA Hallberg,UWA,50.2,0.95,15.8,1.4,9.7,0.21,8.2,10.3,2.8,0.14,0.18,0.005,1.3,0.1,13,11,NA,62,360,58,5,NA,NA,157,6,62,379,30,123,56
1104,123,NORSEMAN,NORSEMAN,386896.3,6436752,51,S49,300,91.44,U,uralitized,BASALT,JAH,JA Hallberg,UWA,49.8,0.64,14.3,1.2,9.9,0.27,7.9,11.6,2.4,0.15,0.13,0.005,1.1,0.2,13,11,NA,60,440,129,5,NA,NA,161,3,87,281,15,91,37
1474,1306,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,780,237.74,,,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,44.5,0.12,3.2,0.8,8.2,0.14,41.8,0.8,0.11,0.03,0.01,0.005,6.5,0.2,13,10,NA,141,1835,25,NA,NA,NA,2183,2,8,71,2,60,2
984,3,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,550,167.64,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.3,0.84,14.3,1.1,9.1,0.23,8.7,10.1,3.8,0.25,0.13,0.005,1,0,12,11,NA,57,270,58,4,NA,NA,165,21,88,318,24,99,51
1593,1437,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,565,172.21,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,46.7,0.5,10.7,2.5,9.8,0.26,15.2,11.6,2.26,0.23,0.02,0.005,2.4,0.2,13,11,25,93,1640,2,NA,NA,NA,382,6,63,213,11,218,26
1562,1400,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,327,99.66,CTS,chlorite tremolite schist,HIGH MG BASALT,SPI,,ANU,45.9,0.49,9.6,1.4,9.5,0.18,25.3,6.1,0.56,0.22,0.03,0.005,6.8,0.2,13,10,NA,112,3579,28,NA,NA,NA,865,19,24,191,7,246,24
260,1697,GLENGARRY,GLENGARRY,663363.8,7021199,50,GD2,350,106.68,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.6,1.05,11.3,1.6,10.1,0.19,8.8,7.8,3.7,0.14,0.1,0.005,2.3,0,12,10,45,68,610,460,NA,NA,NA,152,NA,147,277,28,31,68
291,1102,JACKSON,JACKSON,686978.8,6613249,50,DJ2,350,106.68,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,53.8,0.6,14.2,1.9,7.7,0.18,7.3,9.3,3.1,0.09,0.09,0.005,1.2,0,12,11,NA,59,257,45,NA,13,19,96,NA,154,251,17,71,66
982,1,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,350,106.68,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.2,0.93,15.3,1.6,9,0.26,7.2,10.8,2.7,0.16,0.13,0.005,1.2,0,12,11,NA,65,325,85,5,NA,NA,126,7,90,360,20,90,58
1047,66,NORSEMAN,NORSEMAN,385056.2,6437378,51,C54,350,106.68,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,51.4,0.8,14.9,1.2,9.2,0.21,7.9,11,2.3,0.08,0.13,0.005,1,0,12,11,NA,57,405,126,1,NA,NA,167,4,87,293,18,88,45
1065,84,NORSEMAN,NORSEMAN,385422.7,6437382,51,C59,350,106.68,U,uralitized,GABBRO,JAH,JA Hallberg,UWA,49,0.97,16.2,1.6,10.6,0.23,6.6,10.5,2.3,0.15,0.17,0.005,1.2,0.1,13,11,NA,61,205,136,8,NA,NA,110,5,101,311,22,127,61
123,992,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD2B,355.2,108.26,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.1,0.64,15,2.5,9.2,0.19,8.1,12.4,1.23,0.07,0.13,0.005,1.4,0,12,13,75,73,329,144,NA,20,3,165,21,99,190,26,84,42
124,993,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD2B,395,120.39,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.2,0.65,15,1.9,9.2,0.2,8.1,12.2,0.97,0.1,0.19,0.005,1.4,0,12,13,60,58,300,73,NA,17,1,140,1,85,192,19,89,45
1015,34,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,400,121.92,U,uralitized,BASALT,JAH,JA Hallberg,UWA,52.4,0.97,15.3,1.7,9.7,0.16,5.1,8.7,4.6,0.15,0.14,0.005,0.9,0,12,11,NA,68,320,127,6,NA,NA,163,11,133,377,22,131,62
1048,67,NORSEMAN,NORSEMAN,385056.2,6437378,51,C54,400,121.92,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,48.6,0.85,15.2,1,10.4,0.17,8.9,10.6,2.2,0.13,0.14,0.005,1.5,0.1,13,11,NA,62,340,130,7,NA,NA,195,5,86,331,19,104,49
1073,92,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,400,121.92,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,48.6,1.16,15.1,1.5,11.7,0.21,8.4,9.5,2.4,0.2,0.18,0.005,1.6,0.1,13,11,NA,66,255,142,7,NA,NA,146,1,73,389,28,121,67
1803,1129,YOUANMI,YOUANMI,786673.6,6802854,50,BL6,402,122.52,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,52.2,0.71,14,1.4,7.9,0.17,8.7,11,1.9,0.1,0.1,0.005,1.9,0.2,13,10,NA,50,302,85,NA,NA,NA,120,4,87,302,15,64,52
1643,2288,WIDGIEMOOLTHA,WIDGIEMOOLTHA,374547.6,6546334,51,KD21,403,122.83,TCC,,PERIDOTITE,ROS,,,41.1,0.18,4,2.2,5,0.17,6.3,5.8,0.07,0.04,0.01,0.005,5.6,9.1,13,12,3,120,1510,6,NA,4,NA,1700,1,69,64,3,56,8
1575,1413,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358462,6526205,51,3303,406,123.74,CTS,chlorite tremolite schist,HIGH MG BASALT,SPI,,ANU,46.4,0.39,8.3,1.6,10.5,0.2,24.1,7.2,0.66,0.12,0.03,0.005,5.2,0,12,10,NA,122,3001,21,NA,NA,NA,1000,5,35,153,9,148,20
1525,1357,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360698.9,6518936,51,4147,411,125.27,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,42.3,0.19,3.6,1.5,14.9,0.16,33,2.3,0.02,0.01,0.02,0.005,8.1,2.7,13,10,NA,236,3574,656,NA,NA,NA,3722,2,30,82,4,207,9
1539,1371,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358956.8,6518913,51,1185,411,125.27,F,fresh,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,44.4,0.24,4.5,1.1,10.7,0.15,33.9,4.3,0.11,0.02,0.01,0.005,6.3,0.6,13,10,NA,137,2506,6,NA,NA,NA,1642,2,14,105,5,127,11
1465,1293,WIDGIEMOOLTHA,WIDGIEMOOLTHA,361045.7,6518664,51,3313,423,128.93,,,BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,49.4,0.71,14.3,2.5,9.1,0.27,8.9,12.6,1.65,0.13,0.07,0.005,1.6,0.1,13,11,14,62,275,159,NA,NA,NA,63,12,82,231,14,98,39
128,997,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD3B,425,129.54,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.8,0.63,14.7,2.5,8.7,0.2,7.6,11.2,2.38,0.1,0.19,0.005,1.2,0,12,12,90,54,328,72,NA,15,5,142,NA,111,178,20,131,44
1526,1358,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360698.9,6518936,51,4147,425,129.54,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,46.8,0.18,3.6,0.8,7.7,0.12,38.2,1.7,0.03,0.01,0.01,0.005,10.1,0.6,13,10,NA,117,2055,54,NA,NA,NA,2110,2,11,81,4,70,7
98,1446,BOORABBIN,BOORABBIN,351404.5,6526446,51,4405,437,133.19,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,43.4,0.16,3.3,1,10,0.17,39,1.7,0.03,0.14,0.01,0.005,10.3,2,13,10,NA,149,4759,15,NA,NA,NA,2181,5,10,50,4,73,14
1808,1134,YOUANMI,YOUANMI,786673.6,6802854,50,BL8,456,138.98,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,51.1,0.78,14.4,1.4,8.4,0.17,8.2,10.6,2.39,0.1,0.07,0.005,2,0.2,13,11,24,54,319,118,NA,NA,NA,101,8,100,317,15,210,43
1804,1130,YOUANMI,YOUANMI,786673.6,6802854,50,BL6,464,141.42,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,52.6,0.79,14.2,0.9,9,0.21,9.4,9.3,1.97,0.26,0.09,0.005,1.4,0.4,13,12,45,59,305,198,NA,NA,5,100,33,75,318,17,79,48
1587,1431,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358956.8,6518913,51,1185,472,143.86,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,50.9,0.62,12.4,2.2,9,0.15,10.7,10.3,3.19,0.33,0.04,0.005,2.2,0,12,11,125,71,506,70,NA,NA,NA,140,19,323,233,12,131,26
1527,1359,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360698.9,6518936,51,4147,476,145.08,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,45.5,0.25,4.7,0.9,9.4,0.17,35.3,2.6,0.04,0.01,0.02,0.005,7.4,0.1,13,10,NA,110,2694,64,NA,NA,NA,1558,2,18,108,5,206,12
1591,1435,WIDGIEMOOLTHA,WIDGIEMOOLTHA,358956.8,6518913,51,1185,482,146.91,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,48.3,0.57,10.9,2.5,10,0.2,13.4,11.4,2.42,0.12,0.04,0.005,1.9,0,12,11,16,81,1015,8,NA,NA,NA,210,7,106,207,12,180,29
1049,68,NORSEMAN,NORSEMAN,385056.2,6437378,51,C54,500,152.4,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.1,0.81,14.7,0.8,9.7,0.21,8.5,11.2,2.4,0.12,0.13,0.005,1,0,12,11,NA,48,330,109,1,NA,NA,168,7,70,297,21,97,45
1074,93,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,500,152.4,U,uralitized,BASALT,JAH,JA Hallberg,UWA,53,0.91,14.2,0.8,9.5,0.29,6,10.8,2.6,0.12,0.14,0.005,0.9,0.9,13,11,NA,56,270,63,1,NA,NA,195,4,69,353,21,149,54
