Count_,NUMBER_,LOCATION,MAP_NAME,EAST_1984,NORTH_1984,ZONE_,HOLE,DEPTH_FT,DEPTH_M,PETROLOGY,PET_DESC,ROCK_TYPE,REFERENCE,REF_DESC,ORG_NUMBER,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,H2O,CO2,chk1,chk2,Ba,Co,Cr,Cu,Li,Ga,Nb,Ni,Rb,Sr,V,Y,Zn,Zr
62,1480,BELELE,BELELE,636244.5,7075285,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,55,0.63,13.6,2.5,6.9,0.2,6.5,9.4,2.84,0.47,0.22,0.005,2,0,12,11,414,57,93,70,NA,NA,NA,110,18,107,244,20,51,54
63,1481,BELELE,BELELE,636524.5,7075559,50,,-9999,-9999,EU,epidotized; uralitized,DOLERITE,JAH,JA Hallberg,CSIR,53.1,0.59,14,2.9,7.5,0.18,6.5,10,1.94,0.64,0.25,0.005,2.4,0.2,13,11,250,65,32,88,NA,NA,NA,118,25,115,243,13,54,52
64,1482,BELELE,BELELE,637139.8,7076106,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,53.3,1.39,12.7,2.9,10.6,0.26,3.9,6.3,4.48,0.43,0.19,0.005,1.7,1.9,13,10,310,59,NA,61,NA,NA,NA,72,9,49,390,26,110,109
89,1427,BOORABBIN,BOORABBIN,357471.5,6519416,51,,-9999,-9999,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,49.6,0.77,14.4,2.6,10.4,0.18,7.9,8.9,4.7,0.39,0.01,0.005,1.7,0,12,11,69,67,77,6,NA,NA,NA,41,14,126,259,15,295,43
90,1428,BOORABBIN,BOORABBIN,357471.5,6519416,51,,-9999,-9999,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,53,0.72,13.4,2.2,9,0.15,8.8,7.8,4.73,0.11,0.01,0.005,1.8,0.1,13,11,76,61,475,59,NA,NA,NA,63,3,64,262,17,57,44
91,1429,BOORABBIN,BOORABBIN,357471.5,6519416,51,,-9999,-9999,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,50.2,0.6,12.9,2.4,9.4,0.18,9.8,9.9,4.11,0.25,0.2,0.005,1.6,0,12,11,41,67,536,17,NA,NA,NA,73,8,127,222,14,381,34
92,1438,BOORABBIN,BOORABBIN,357471.5,6519416,51,,-9999,-9999,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,48,0.43,10,2.3,9.3,0.22,15.9,11.2,2.29,0.11,0.02,0.005,1.7,0,12,10,8,94,1209,3,NA,NA,NA,489,NA,11,160,9,124,23
103,793,COOLGARDIE,KALGOORLIE,327154.6,6572922,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,UWA,52.7,0.64,17.3,3,6.2,0.29,4.9,10.2,2.55,0.17,0.17,0.005,2.2,0,12,11,NA,35,320,218,10,NA,NA,114,5,230,334,21,66,72
104,794,COOLGARDIE,KALGOORLIE,327154.6,6572922,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.7,0.71,15.8,1.4,8.3,0.21,7.8,11.8,1.92,0.08,0.1,0.005,1.1,0.1,13,11,NA,60,440,53,4,NA,NA,152,3,88,356,14,94,53
105,795,COOLGARDIE,KALGOORLIE,327154.6,6572922,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,UWA,54,0.7,15.6,1.4,7.3,0.22,6.7,10.5,3.12,0.08,0.12,0.005,0.9,0,12,11,NA,54,475,53,3,NA,NA,140,1,94,288,17,86,53
106,796,COOLGARDIE,KALGOORLIE,327154.6,6572922,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,UWA,54.7,0.76,16.2,1.6,6.8,0.16,5.3,10,3.22,0.07,0.12,0.005,0.7,0,12,11,NA,55,365,35,1,NA,NA,165,5,106,280,17,80,48
107,797,COOLGARDIE,KALGOORLIE,327154.6,6572922,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,UWA,53.2,0.72,15.9,1.2,7.1,0.19,7.4,10.2,3.87,0.1,0.1,0.005,0.8,0,12,11,NA,50,350,21,3,NA,NA,146,3,101,307,17,85,59
147,1450,CUE,CUE,591105.5,6948479,50,,-9999,-9999,CTS,chlorite tremolite schist,HIGH MG BASALT,JAH,JA Hallberg,CSIR,51.5,0.5,10.6,1.6,8,0.17,13.4,8.5,0.87,0.22,0.09,0.005,3.7,0.2,13,11,508,64,1235,50,NA,NA,NA,228,10,75,213,7,64,40
149,1452,CUE,CUE,589506.7,6966093,50,,-9999,-9999,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,50.4,0.82,13.9,2.5,9.5,0.28,6.3,11.6,2.62,0.17,0.14,0.005,1.3,0,12,12,36,70,108,7,NA,NA,2,89,2,67,325,22,77,41
150,1453,CUE,CUE,589591.7,6966461,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.3,0.83,14.3,3,8.8,0.25,5.1,12.4,2.64,0.14,0.14,0.005,1.4,0,12,11,44,60,112,30,NA,NA,NA,78,4,59,346,25,54,42
151,1454,CUE,CUE,580888.5,6958337,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.2,0.85,13.2,2.8,10.1,0.28,6.6,10,2.99,0.08,0.11,0.005,2.9,0,12,10,62,56,14,48,NA,NA,NA,69,NA,111,335,19,80,41
152,1455,CUE,CUE,612805.2,6955499,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.1,1.03,14,2.8,9.8,0.21,7.1,11.2,1.99,0.17,0.19,0.005,1.4,0,12,11,NA,65,162,97,NA,NA,3,104,4,147,321,23,69,61
153,1456,CUE,CUE,577629,6954942,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.4,0.94,13.1,2.8,8.6,0.18,8.9,10.5,2.06,0.09,0.17,0.005,2.1,0,12,11,50,68,473,79,NA,NA,NA,140,2,132,307,18,78,51
155,1458,CUE,CUE,555353.7,7010140,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,54.7,0.52,15.1,2,6.1,0.17,7.1,8.4,2.37,0.47,0.12,0.005,2.8,0,12,11,230,67,321,54,NA,NA,NA,223,16,159,179,10,73,76
156,1459,CUE,CUE,555267,7009217,50,,-9999,-9999,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,55.7,0.75,14,3.6,5.1,0.16,4.9,11.6,1.22,0.47,0.15,0.005,2.2,0,12,12,204,63,130,31,NA,NA,3,93,19,136,247,22,58,116
157,1460,CUE,CUE,554822.3,7008327,50,,-9999,-9999,,,HIGH MG BASALT,JAH,JA Hallberg,CSIR,54.3,0.54,11.7,1.4,7,0.16,10.9,6.7,2.94,0.63,0.06,0.005,3.3,0,12,11,230,59,1151,71,NA,NA,NA,208,29,45,212,11,64,61
158,1461,CUE,CUE,596392.8,7007737,50,,-9999,-9999,SL,silicified,BASALT,JAH,JA Hallberg,CSIR,62.5,0.53,14.8,2.2,3,0.08,3.8,5.1,1.95,1.7,0.25,0.005,2.4,0,12,12,504,49,154,22,NA,NA,4,118,49,658,105,10,62,129
161,1464,CUE,CUE,604676.5,7000039,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.7,0.88,14.5,2.5,9.1,0.19,6.7,10.8,2.25,0.14,0.1,0.005,1.3,0,12,11,126,68,127,57,NA,NA,2,141,NA,162,332,23,78,50
162,1465,CUE,CUE,607076.2,6997310,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.8,0.79,14.2,2.7,8.7,0.18,8.1,11.9,1.81,0.09,0.14,0.005,1.3,0,12,11,53,61,189,118,NA,NA,3,138,NA,95,311,21,65,45
708,1026,KURNALPI,KURNALPI,474992,6674557,51,,-9999,-9999,ASC,amygdaloidal; serpentinized; carbonatized,METASEDIMENT,JAH,JA Hallberg,CSIR,53.5,1.33,12.9,3.1,10.7,0.21,6.4,7.7,2.64,0.16,0.37,0.005,1.7,0,12,13,95,85,163,26,NA,14,3,105,1,178,328,54,107,118
713,1031,KURNALPI,KURNALPI,447564.5,6659624,51,,-9999,-9999,,,HIGH MG BASALT,JAH,JA Hallberg,CSIR,51.2,0.62,10.7,0.8,8.9,0.17,13.1,6.8,3.1,0.02,0.1,0.005,3.9,0,12,12,25,54,1300,67,NA,13,10,164,NA,46,238,24,79,37
714,1032,KURNALPI,KURNALPI,447375.6,6659992,51,,-9999,-9999,,,HIGH MG BASALT,JAH,JA Hallberg,CSIR,50.5,0.65,12.2,3.2,7,0.17,10.8,10.7,1.61,0.07,0.15,0.005,3.1,0,12,13,35,63,720,43,NA,17,10,175,1,102,206,18,83,45
715,1033,KURNALPI,KURNALPI,446544.3,6660450,51,,-9999,-9999,R,recrystallized,GABBRO,JAH,JA Hallberg,CSIR,47.3,0.84,14.1,3.7,9.4,0.18,9.3,9.7,1.6,0.06,0.18,0.005,4.1,0,12,13,40,78,330,99,NA,17,3,153,1,92,304,20,94,47
716,1034,KURNALPI,KURNALPI,446355,6660880,51,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,48.3,1.02,13.9,4.7,9.7,0.19,7,9.1,1.82,0.12,0.15,0.005,3.4,0.4,13,13,25,49,160,266,NA,18,9,96,1,122,348,25,79,55
717,1035,KURNALPI,KURNALPI,445978.4,6661340,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,47.6,1.04,14.6,4.7,9.2,0.18,7.2,9.7,2.63,0.04,0.11,0.005,2.8,0.5,13,13,45,47,150,29,NA,18,10,99,1,108,288,19,103,60
718,1036,KURNALPI,KURNALPI,445628.4,6661800,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,47.7,1.03,14.7,4.2,8.1,0.19,6.9,8.6,2.01,0.05,0.2,0.005,3.3,0.3,13,13,55,70,147,59,NA,14,9,96,1,95,470,25,126,61
719,1037,KURNALPI,KURNALPI,445332.5,6662137,51,,-9999,-9999,W,weathered,BASALT,JAH,JA Hallberg,CSIR,50.9,1.16,16.4,2.9,12.4,0.46,6,0.5,2.39,0.12,0.23,0.005,5.4,0.6,13,12,100,42,234,124,NA,15,8,54,NA,51,528,24,135,65
720,1038,KURNALPI,KURNALPI,444686.5,6662965,51,,-9999,-9999,,,HIGH MG BASALT,JAH,JA Hallberg,CSIR,50.1,0.69,12.5,3.1,8.3,0.22,9.7,10.1,2.62,0.08,0.1,0.005,2.4,0,12,11,90,87,650,38,NA,9,NA,178,NA,333,472,21,99,66
721,1039,KURNALPI,KURNALPI,445403.1,6664077,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.6,1.06,16.8,1.9,9.3,0.3,5.7,10.8,1.82,0.27,0.15,0.005,2.4,0,12,12,105,73,196,111,NA,13,4,92,NA,107,360,29,104,58
729,1200,LAVERTON,LAVERTON,462710,6810962,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.8,1.08,14.7,3.5,9.9,0.31,4.8,10.3,1.86,0.26,0.13,0.005,2.3,0,12,12,64,80,132,80,NA,NA,4,150,5,96,335,21,100,68
730,1201,LAVERTON,LAVERTON,461101.8,6813696,51,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,49.5,0.81,14.1,3.2,7.4,0.18,8.3,11.3,1.74,0.07,0.12,0.005,2.8,0.5,13,11,NA,54,249,15,NA,NA,6,100,2,91,261,15,68,53
731,1202,LAVERTON,LAVERTON,460257.8,6814770,51,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,50.5,0.75,14.1,3.2,6.9,0.19,8,12.4,1.22,0.04,0.13,0.005,3.3,0,12,10,NA,63,251,40,NA,NA,4,116,NA,102,267,17,72,49
740,1211,LAVERTON,LAVERTON,445387.7,6823481,51,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,52.7,1.24,15.3,3.1,6.9,0.14,5.6,7.3,2.8,0.75,0.22,0.005,3,0.5,13,12,436,64,219,20,NA,NA,8,108,17,265,189,13,79,140
742,1213,LAVERTON,LAVERTON,448507.1,6823618,51,,-9999,-9999,PU,porphyritic; uralitized,BASALT,JAH,JA Hallberg,CSIR,51.2,0.66,14.1,2.8,7.3,0.17,5.9,12.4,2.99,0.65,0.15,0.005,1.6,0,12,11,263,54,606,8,NA,NA,NA,100,21,278,194,12,32,73
744,1215,LAVERTON,LAVERTON,438986.7,6812770,51,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,47.9,0.92,14.6,4.3,7.9,0.2,6.8,12.6,0.93,0.04,0.11,0.005,3.3,0,12,10,NA,57,271,52,NA,NA,3,146,NA,212,289,17,78,52
745,1216,LAVERTON,LAVERTON,432429.7,6816950,51,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,48.6,1,14.5,3.2,9.2,0.24,7,10.4,1.77,0.13,0.11,0.005,3.6,0.2,13,11,81,72,234,74,NA,NA,NA,150,4,100,324,20,93,59
746,1217,LAVERTON,LAVERTON,431773.7,6817839,51,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,48.4,0.9,14.3,3.5,8.7,0.23,8,10.9,1.64,0.26,0.12,0.005,2.6,0.6,13,11,127,60,279,100,NA,NA,NA,130,9,119,316,19,78,46
747,1218,LAVERTON,LAVERTON,424251.4,6815268,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,47.1,0.99,14.8,4.2,8.3,0.22,6.8,13.5,1.28,0.09,0.14,0.005,2.8,0,12,12,91,52,227,104,NA,NA,7,128,4,207,322,20,69,61
749,1221,LAVERTON,LAVERTON,410254.1,6816123,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,48.8,0.95,15.2,3.7,8.5,0.22,7.3,10.2,2.3,0.27,0.15,0.005,3,0.2,13,11,90,50,270,43,NA,NA,NA,160,8,142,317,14,89,52
253,1638,GLENGARRY,GLENGARRY,662164.9,7020230,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51,0.71,13.9,1.9,9,0.2,7.8,10.5,2.36,0.17,0.13,0.005,1.5,0,12,10,NA,72,390,10,NA,NA,NA,135,2,94,251,32,50,54
254,1639,GLENGARRY,GLENGARRY,660569.1,7033546,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.8,0.77,13.9,2.1,8.6,0.16,7.7,10.9,1.85,0.32,0.15,0.005,1.6,0.3,13,11,30,81,383,50,NA,NA,NA,132,18,104,283,12,30,45
255,1642,GLENGARRY,GLENGARRY,660408.8,7042690,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,53.4,1.24,9.1,2.8,7.9,0.17,9.7,8.5,4.04,0.14,0.08,0.005,2.1,0.3,13,11,63,73,887,72,NA,NA,NA,163,9,83,284,22,40,86
261,1859,HYDEN,HYDEN,758662.8,6424155,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.1,0.61,13.6,3.1,7.4,0.17,8.3,10.5,2.02,0.1,0.05,0.005,1.5,0,12,10,48,80,323,38,NA,NA,NA,90,NA,87,270,25,84,30
262,1860,HYDEN,HYDEN,759044.2,6439065,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.6,0.55,13.7,2.1,8.3,0.18,9,11.3,2.02,0.11,0.02,0.005,1.7,0.1,13,10,NA,78,306,82,NA,NA,NA,158,2,115,263,15,70,24
263,1861,HYDEN,HYDEN,759734.1,6440404,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,49.8,0.5,10,3.1,7.4,0.19,14.6,10.1,1.48,0.08,0.04,0.005,2.7,0,12,10,NA,75,1591,32,NA,NA,NA,430,2,30,229,13,52,30
264,1862,HYDEN,HYDEN,760475.1,6440662,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.7,0.63,13.3,1.8,8.6,0.24,8,11.7,2.18,0.08,0.04,0.005,1.4,0,12,11,NA,78,171,50,NA,NA,5,180,4,75,281,47,78,36
265,1863,HYDEN,HYDEN,760475.1,6440662,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.4,0.65,14.1,2.1,8.5,0.22,7.6,12,1.46,0.07,0.05,0.005,1.4,0,12,11,30,78,166,112,NA,NA,NA,124,2,93,283,20,74,34
266,1864,HYDEN,HYDEN,761327.3,6441164,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.4,0.68,14.2,2.6,7.8,0.21,7.5,11.1,2.43,0.08,0.03,0.005,1.3,0,12,10,NA,62,165,52,NA,NA,NA,108,2,84,289,15,65,33
267,1865,HYDEN,HYDEN,761780.1,6441430,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,50.3,0.58,11.3,2.3,8.8,0.2,10.5,11.3,1.83,0.08,0.02,0.005,1.8,0,12,10,NA,82,942,40,NA,NA,NA,225,4,222,267,21,78,27
575,1235,KINGSTON,KINGSTON,251435.8,7004650,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.9,0.65,14.7,2.2,8,0.2,7.9,12,1.89,0.21,0.19,0.005,1.3,0,12,12,90,78,383,51,NA,13,13,145,12,87,NA,46,79,43
579,1235,KINGSTON,KINGSTON,251435.8,7004650,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.9,0.65,14.7,2.2,8,0.2,7.9,12,1.89,0.21,0.19,0.005,1.3,0,12,12,90,78,383,51,NA,13,13,145,12,87,NA,46,79,43
589,1500,KIRKALOCKA,KIRKALOCKA,404723.8,6796195,50,,-9999,-9999,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,49.5,1.05,11.2,2.7,11.6,0.23,9.5,8.7,2.01,0.47,0.23,0.005,2.4,0.2,13,11,102,97,543,68,NA,NA,NA,180,17,151,289,16,78,66
590,1501,KIRKALOCKA,KIRKALOCKA,405650.2,6795464,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.1,1.5,14,2.9,11.6,0.2,5.7,10.8,2.43,0.22,0.19,0.005,1.1,0,12,12,87,71,112,9,NA,NA,3,100,6,175,385,21,57,73
591,1502,KIRKALOCKA,KIRKALOCKA,405223.2,6794722,50,,-9999,-9999,PIN,,HIGH MG BASALT,JAH,JA Hallberg,CSIR,52,0.4,9.1,1.3,8.7,0.2,16.5,6.3,1.35,0.11,0.09,0.005,4,0,12,10,NA,78,2003,16,NA,NA,NA,298,8,82,172,8,58,31
593,1681,KIRKALOCKA,KIRKALOCKA,476836.2,6890333,50,,-9999,-9999,R,recrystallized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,51.5,0.86,11.5,2.9,10,0.24,9.3,10.5,1.62,0.18,0.07,0.005,1.6,0,12,11,21,103,775,65,NA,NA,NA,188,4,130,300,18,70,57
595,1683,KIRKALOCKA,KIRKALOCKA,489001.4,6893920,50,,-9999,-9999,CTS,chlorite tremolite schist,HIGH MG BASALT,JAH,JA Hallberg,CSIR,49.9,0.75,9.9,1.8,8.1,0.2,14.8,7,2.32,0.06,0.07,0.005,4.2,0,12,10,381,78,1417,69,NA,NA,NA,480,NA,190,238,14,60,41
628,1246,KOOKYNIE,MENZIES,336096.1,6746745,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.5,0.005,14.8,2.6,9.9,0.27,5,13.9,2.02,0.25,0.18,0.005,1.1,0.005,11,10,NA,74,246,12,NA,NA,NA,115,3,108,315,22,45,59
634,1253,KOOKYNIE,MENZIES,348841.4,6759484,51,,-9999,-9999,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,55.7,1.45,12.6,3.2,11.2,0.005,3.4,5.9,3.77,0.94,0.005,0.005,1.5,0.2,11,10,204,61,NA,68,NA,NA,NA,30,33,100,259,35,115,156
645,1246,KOOKYNIE,MENZIES,336096.1,6746745,51,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,49.5,0.005,14.8,2.6,9.9,0.27,5,13.9,2.02,0.25,0.18,0.005,1.1,0.005,11,10,NA,74,246,12,NA,NA,NA,115,3,108,315,22,45,59
651,1253,KOOKYNIE,MENZIES,348841.4,6759484,51,,-9999,-9999,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,55.7,1.45,12.6,3.2,11.2,0.005,3.4,5.9,3.77,0.94,0.005,0.005,1.5,0.2,11,10,204,61,NA,68,NA,NA,NA,30,33,100,259,35,115,156
800,2472,LAVERTON,LAVERTON,382750.4,6819417,51,,-9999,-9999,,,DOLERITE,JAH,JA Hallberg,CSIR,47.1,1.12,15.8,13.1,0.005,0.21,8.3,11,1.6,0.2,0.14,0.005,2.3,0,11,11,28,NA,307,56,NA,NA,4,127,7,115,288,23,97,51
823,1160,MARDA,JACKSON,717723.8,6655585,50,,-9999,-9999,F,fresh,BASALT,JAH,JA Hallberg,CSIR,54.2,0.74,13.8,2.9,8.6,0.18,6.3,9.1,1.63,0.28,0.1,0.005,2.6,0.3,13,12,244,55,10,130,NA,NA,3,148,4,106,262,17,90,54
1284,1516,(MT)SINGLETON,NINGHAN,528580.3,6752574,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51,1.18,11.6,2.8,9.8,0.2,9.2,8.4,3.29,0.21,0.19,0.005,2.1,0,12,12,44,68,798,52,NA,NA,2,200,6,305,290,20,77,78
1285,1517,(MT)SINGLETON,NINGHAN,528603.3,6740324,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.1,0.77,14.4,2,7.8,0.18,8.1,12,1.62,0.11,0.18,0.005,2.2,0,12,11,33,60,453,85,NA,NA,NA,125,2,155,252,15,51,50
1286,1518,(MT)SINGLETON,NINGHAN,528792.3,6740508,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,50,0.76,14.5,2.2,7.3,0.17,8.3,13.4,1.64,0.09,0.17,0.005,1.5,0.3,13,12,60,78,435,80,NA,NA,6,91,2,108,248,19,35,48
1287,1519,(MT)SINGLETON,NINGHAN,528685.7,6740970,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,50.5,0.78,14.7,1.6,8.1,0.18,8.6,10.8,2.18,0.08,0.16,0.005,2.2,0.3,13,11,60,70,446,39,NA,NA,2,134,NA,102,264,16,60,46
1288,1520,(MT)SINGLETON,NINGHAN,529145.1,6741523,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,49.8,0.76,13.7,1.7,8.1,0.19,9.1,12.9,1.68,0.08,0.19,0.005,1.8,0.2,13,11,42,72,587,53,NA,NA,2,122,NA,140,261,14,46,50
1289,1521,(MT)SINGLETON,NINGHAN,530600.4,6741796,50,,-9999,-9999,AGG,,BASALT,JAH,JA Hallberg,CSIR,51.6,0.8,12.6,1.5,8.2,0.19,10.2,9.1,3.52,0.08,0.15,0.005,2.5,0,12,10,58,50,722,138,NA,NA,NA,202,NA,289,251,14,60,41
1290,1522,(MT)SINGLETON,NINGHAN,529578.7,6742537,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51,0.59,14.1,1.3,9.2,0.21,8.5,11.6,1.63,0.25,0.13,0.005,1.7,0,12,11,73,41,451,71,NA,NA,NA,140,10,68,239,16,60,32
1291,1523,(MT)SINGLETON,NINGHAN,529309.6,6742631,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.9,0.58,14.1,1.2,8.2,0.2,8.1,11.9,2.22,0.13,0.18,0.005,1.7,0,12,11,43,80,477,45,NA,NA,NA,164,4,182,244,12,70,34
1292,1524,(MT)SINGLETON,NINGHAN,525940.5,6753657,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.2,1.21,9.7,3,10.4,0.22,8.7,9.9,2.36,0.12,0.2,0.005,2,0,12,12,279,83,587,42,NA,NA,2,227,7,234,283,12,98,85
1293,1525,(MT)SINGLETON,NINGHAN,526023.2,6754457,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,53.5,0.97,11.9,2.5,8.3,0.19,9,9,3.12,0.05,0.21,0.005,1.6,0,12,11,224,50,528,62,NA,NA,4,143,NA,115,318,20,62,56
1294,1526,(MT)SINGLETON,NINGHAN,525998.3,6755381,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.1,0.6,14.6,1.6,8,0.2,8.1,12.1,1.46,0.07,0.18,0.005,1.3,0,12,10,106,82,449,50,NA,NA,NA,115,NA,89,255,14,54,38
1295,1527,(MT)SINGLETON,NINGHAN,525623.3,6756489,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51,0.59,14.1,2.3,8.4,0.23,8.7,9.6,2.57,0.55,0.13,0.005,2,0.2,13,11,85,64,472,89,NA,NA,NA,140,21,165,253,13,70,28
1296,1528,(MT)SINGLETON,NINGHAN,526707.9,6758949,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.3,0.57,14,1.5,8.3,0.2,8.7,11.2,1.5,0.05,0.19,0.005,1.5,0,12,11,51,73,491,62,NA,NA,NA,129,2,70,240,14,60,36
1297,1529,(MT)SINGLETON,NINGHAN,526601.7,6759688,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.3,0.58,14.1,1.8,8.3,0.19,8.5,11.3,1.48,0.08,0.21,0.005,1.5,0,12,10,48,65,489,52,NA,NA,NA,117,NA,72,241,14,53,43
1298,1530,(MT)SINGLETON,NINGHAN,526225.7,6760397,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.3,0.55,13.9,1.9,8.4,0.18,9.3,11,1.88,0.13,0.15,0.005,1.4,0,12,11,65,67,588,31,NA,NA,NA,143,5,90,244,11,40,32
1301,1533,(MT)SINGLETON,NINGHAN,512335,6739923,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,53.6,1.04,15.5,2,6.5,0.32,6.3,9.4,3.8,0.06,0.18,0.005,1.2,0,12,10,186,56,165,51,NA,NA,NA,70,NA,124,292,20,68,87
1302,1534,(MT)SINGLETON,NINGHAN,512065.6,6739831,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,53.2,0.96,16.1,1.5,6.2,0.28,7,9.1,3.98,0.15,0.15,0.005,1.6,0,12,11,295,52,219,70,NA,NA,NA,80,8,166,291,24,62,72
1303,1535,(MT)SINGLETON,NINGHAN,511607.8,6739893,50,,-9999,-9999,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,51.3,0.96,14.7,2,8.2,0.18,8.1,10.3,2.15,0.09,0.23,0.005,1.8,0.2,13,11,471,80,160,120,NA,NA,NA,98,4,150,274,20,59,64
1304,1536,(MT)SINGLETON,NINGHAN,509506.9,6739618,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.7,0.44,13.1,1.8,7.7,0.16,9.2,11.7,1.76,0.05,0.2,0.005,1.4,0,12,11,52,80,505,49,NA,NA,NA,100,2,128,228,9,58,19
