"LOCATION","MAP_NAME","Longitude","Latitude","Easting","Northing","UTMZone","HOLE","DEPTH_M","ROCK_TYPE","SiO2","TiO2","Al2O3","Fe2O3","FeO","MnO","MgO","CaO","Na2O","K2O","P2O5","LOI","H2O","CO2","Rock"
"BOORABBIN","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",3.35,"BASALT",49.1,1.04,15.1,0.9,10.6,0.2,7.9,7.1,3.2,0.8,0.12,0.01,3.1,1,"Basalt"
"NORSEMAN","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",4.26,"BASALT",50.2,0.97,16.4,0.8,7.7,0.2,4.5,11.5,3.7,0.94,0.09,0.01,1.5,1.3,"Basalt"
"NORSEMAN","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",5.48,"BASALT",50.2,0.92,15,1.7,8.6,0.28,4.9,10.1,3.8,0.21,0.14,0.01,1.6,1.3,"Basalt"
"KOOKYNIE","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",5.94,"BASALT",50.5,0.91,15,1.9,8.9,0.21,7.1,9.7,2.9,0.33,0.1,0.01,1.7,0.3,"Basalt"
"YOUANMI","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",7.62,"BASALT",52.2,0.92,15.5,4.2,8.8,0.26,5,9.1,2.9,0.27,0.11,0.01,1.5,1,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",9.75,"BASALT",54,0.87,15.5,2.1,9.7,0.24,4.2,8.6,2.7,0.18,0.07,0.01,1.2,0.2,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",10.66,"BASALT",49,0.88,14.8,1.6,8.5,0.35,3.8,13.8,1.9,0.25,0.17,0.01,1.4,3.9,"Basalt"
"YOUANMI","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",15.39,"BASALT",49,0.93,15.9,0.1,10.5,0.34,4.2,12.8,1.4,0.19,0.19,0.01,1.5,3.1,"Basalt"
"WIDGIEMOOLTHA","LAVERTON",121.76,-28.97,379970.9,6794486,51,"9",22.25,"BASALT",47.3,1.41,14.4,3.2,10.7,0.25,5.2,10.3,3.43,0.12,0.14,0.01,3,0.3,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.79,-32.19,386163.2,6436744,51,"CU52",25.6,"BASALT",52,0.92,15.6,0.8,10.4,0.3,4.6,9.7,1.8,0.28,0.13,0.01,2.1,1.4,"Basalt"
"CUE","NORSEMAN",121.77,-32.19,384872.9,6437376,51,"C55",30.48,"BASALT",51.8,0.95,14.7,1.7,8.9,0.2,4.6,12.6,2.2,0.23,0.16,0.01,1,1,"Basalt"
"JACKSON","NORSEMAN",121.78,-32.19,385056.2,6437378,51,"C54",30.48,"BASALT",49.3,0.79,15.3,0.7,9.8,0.22,9,10.3,2.6,0.13,0.15,0.01,1.5,0.01,"Basalt"
"KOOKYNIE","YOUANMI",119.93,-28.87,786673.6,6802854,50,"BL3",34.22,"BASALT",53.1,0.74,12.3,1.7,7.2,0.22,7.4,12.4,3,0.12,0.11,0.01,1.7,0.5,"Basalt"
"NORSEMAN","NORSEMAN",121.77,-32.19,384768.1,6437375,51,"C56",35.05,"BASALT",50.3,1.04,16.3,0.8,9.1,0.25,4.7,12.3,2.6,0.19,0.16,0.01,1.9,0.1,"Basalt"
"NORSEMAN","JACKSON",118.95,-30.59,686978.8,6613249,50,"DJ1",36.57,"BASALT",52.1,0.6,15,1.4,7.9,0.17,7.8,8.3,3.52,0.46,0.08,0.01,2.6,0.1,"Basalt"
"NORSEMAN","YOUANMI",119.93,-28.87,786673.6,6802854,50,"BL2",40.38,"BASALT",51.4,0.8,15,1.4,8.4,0.26,7.8,11,2.19,0.16,0.11,0.01,1.7,0.01,"Basalt"
"NORSEMAN","YOUANMI",119.93,-28.87,786673.6,6802854,50,"BL7",40.53,"BASALT",53,0.73,13.8,1.1,7.5,0.17,7.9,10.6,3.11,0.12,0.03,0.01,1.3,0.2,"Basalt"
"NORSEMAN","LAVERTON",121.76,-28.97,379970.9,6794486,51,"9",45.41,"BASALT",46,1.34,14.1,3.6,10.4,0.28,5.7,11.9,2.82,0.02,0.17,0.01,3.3,0.3,"Basalt"
"NORSEMAN","YOUANMI",119.93,-28.88,786627.8,6801006,50,"BL4",46.63,"BASALT",52.1,0.85,14,1.4,8.4,0.17,7.7,11.6,2.65,0.18,0.05,0.01,1.3,0.01,"Basalt"
"WIDGIEMOOLTHA","YOUANMI",119.93,-28.87,786673.6,6802854,50,"BL7",52.12,"BASALT",53.2,0.78,14.2,1.5,7.9,0.19,7.9,9.9,3.38,0.11,0.08,0.01,1.4,0.01,"Basalt"
"WIDGIEMOOLTHA","LAVERTON",121.76,-28.97,380077.3,6794672,51,"7",54.86,"BASALT",47.8,1.41,14.3,3.2,11.2,0.26,6.2,8.3,3.2,0.07,0.14,0.01,3.9,0.3,"Basalt"
"WIDGIEMOOLTHA","LAVERTON",121.76,-28.97,379970.9,6794486,51,"9",56.99,"BASALT",47,1.35,14.1,2.9,11.7,0.27,6.1,8.9,3.02,0.02,0.14,0.01,4.3,0.3,"Basalt"
"WIDGIEMOOLTHA","YOUANMI",119.93,-28.88,786627.8,6801006,50,"BL4",58.82,"BASALT",52.7,0.76,14.4,1.6,7.5,0.17,7.6,10.6,3.46,0.16,0.07,0.01,1.3,0.3,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.77,-32.19,384768.1,6437375,51,"C56",60.96,"BASALT",50.6,0.99,15.1,1.7,9.7,0.21,6.5,12.2,1.9,0.15,0.19,0.01,0.9,0.01,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.77,-32.19,384872.9,6437376,51,"C55",60.96,"BASALT",49.9,0.92,14.4,1.4,10.7,0.21,7.5,10.6,2.9,0.12,0.13,0.01,0.8,0.01,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.78,-32.19,385501.3,6437383,51,"C60",60.96,"BASALT",53,1.02,16.4,1.2,8.8,0.25,4.6,10.8,3.1,0.17,0.13,0.01,0.5,0.01,"Basalt"
"BOORABBIN","GLENGARRY",118.64,-26.91,663204.3,7021663,50,"GD1",63.7,"BASALT",50.4,1.21,10.9,2,8.4,0.16,11.7,7.5,3.41,0.96,0.1,0.01,2.5,0.3,"Basalt"
"WIDGIEMOOLTHA","CUE",118.1,-27.57,608721.3,6949812,50,"MCY1",67.81,"BASALT",53.1,1.4,14.3,1.8,8.8,0.2,6.1,8.7,2.37,0.31,0.23,0.01,2.3,0.01,"Basalt"
"WIDGIEMOOLTHA","YOUANMI",119.93,-28.87,786673.6,6802854,50,"BL7",69.34,"BASALT",52.4,0.74,14.3,1.4,8.4,0.18,9,10.7,1.57,0.07,0.08,0.01,1.4,0.01,"Basalt"
"WIDGIEMOOLTHA","YOUANMI",119.93,-28.88,786627.8,6801006,50,"BL4",71.01,"BASALT",53.8,0.76,14.2,1.3,7.5,0.21,7.4,11,2.93,0.08,0.06,0.01,1,0.01,"Basalt"
"WIDGIEMOOLTHA","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD2B",74.37,"BASALT",49.8,0.64,14.8,2.9,8.8,0.09,8,11.8,2.17,0.11,0.08,0.01,1.4,0.01,"Basalt"
"WIDGIEMOOLTHA","BOORABBIN",121.44,-31.4,351994.2,6523990,51,"5307",76.5,"BASALT",51.4,0.28,6.1,1.4,5.1,0.13,10.5,11.7,3.12,0.16,0.06,0.01,1.9,0.1,"Basalt"
"KAMBALDA","YOUANMI",119.93,-28.88,786627.8,6801006,50,"BL4",77.11,"BASALT",51.9,0.76,14.2,1.3,8.3,0.18,7.9,11.1,2.83,0.08,0.09,0.01,1.4,0.01,"Basalt"
"KAMBALDA","YOUANMI",119.93,-28.87,786673.6,6802854,50,"BL3",86.71,"BASALT",52.2,0.74,14.5,1.3,7.6,0.23,7.9,11.6,2.31,0.14,0.12,0.01,1.5,0.2,"Basalt"
"WIDGIEMOOLTHA","CUE",117.86,-27.2,585558.4,6990738,50,"CU2",91.44,"BASALT",53.6,1.33,15.2,3.6,7.3,0.12,4.7,3,4.42,0.3,0.16,0.01,0.5,0.2,"Basalt"
"KAMBALDA","JACKSON",118.95,-30.59,686978.8,6613249,50,"DJ2",91.44,"BASALT",50.3,0.63,15.2,1.7,8.7,0.26,7.7,10.9,2.57,0.08,0.1,0.01,1.4,0.01,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.77,-32.19,384768.1,6437375,51,"C56",91.44,"BASALT",50.4,1.06,15.9,2.4,8.6,0.21,5.1,12,2.7,0.13,0.12,0.01,1.1,0.2,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.77,-32.19,384872.9,6437376,51,"C55",91.44,"BASALT",47.1,0.99,15.7,1.5,10.6,0.23,5.2,12.8,2.7,0.09,0.14,0.01,1.2,1,"Basalt"
"KAMBALDA","NORSEMAN",121.78,-32.19,385501.3,6437383,51,"C60",91.44,"BASALT",50.2,0.95,15.8,1.4,9.7,0.21,8.2,10.3,2.8,0.14,0.18,0.01,1.3,0.1,"Basalt"
"BOORABBIN","NORSEMAN",121.8,-32.19,386896.3,6436752,51,"S49",91.44,"BASALT",49.8,0.64,14.3,1.2,9.9,0.27,7.9,11.6,2.4,0.15,0.13,0.01,1.1,0.2,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.75,-32.2,382969.2,6436677,51,"C114",167.64,"BASALT",51.3,0.84,14.3,1.1,9.1,0.23,8.7,10.1,3.8,0.25,0.13,0.01,1,0.01,"Basalt"
"BOORABBIN","NORSEMAN",121.78,-32.19,385134.7,6437379,51,"C57",170.68,"BASALT",49.4,1.53,13.4,2,13.9,0.29,5.9,8.4,3.1,0.19,0.19,0.01,1.5,0.01,"Basalt"
"KAMBALDA","GLENGARRY",118.64,-26.92,663363.8,7021199,50,"GD2",106.68,"BASALT",52.6,1.05,11.3,1.6,10.1,0.19,8.8,7.8,3.7,0.14,0.1,0.01,2.3,0.01,"Basalt"
"WIDGIEMOOLTHA","JACKSON",118.95,-30.59,686978.8,6613249,50,"DJ2",106.68,"BASALT",53.8,0.6,14.2,1.9,7.7,0.18,7.3,9.3,3.1,0.09,0.09,0.01,1.2,0.01,"Basalt"
"KAMBALDA","NORSEMAN",121.75,-32.2,382969.2,6436677,51,"C114",106.68,"BASALT",51.2,0.93,15.3,1.6,9,0.26,7.2,10.8,2.7,0.16,0.13,0.01,1.2,0.01,"Basalt"
"KAMBALDA","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD2B",108.26,"BASALT",49.1,0.64,15,2.5,9.2,0.19,8.1,12.4,1.23,0.07,0.13,0.01,1.4,0.01,"Basalt"
"CUE","LAVERTON",121.76,-28.97,380077.3,6794672,51,"7",110.64,"BASALT",47.1,1.41,13.8,2.2,11.6,0.26,6.8,9.6,3.31,0.03,0.17,0.01,3.8,0.01,"Basalt"
"BOORABBIN","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD2B",120.39,"BASALT",51.2,0.65,15,1.9,9.2,0.2,8.1,12.2,0.97,0.1,0.19,0.01,1.4,0.01,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.76,-32.2,383597.6,6436684,51,"C111",121.92,"BASALT",52.4,0.97,15.3,1.7,9.7,0.16,5.1,8.7,4.6,0.15,0.14,0.01,0.9,0.01,"Basalt"
"CUE","NORSEMAN",121.77,-32.19,384872.9,6437376,51,"C55",121.92,"BASALT",51.3,0.84,15,1.1,9.6,0.19,6.5,11.8,2.4,0.12,0.17,0.01,1,0.01,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.8,-32.19,386896.3,6436752,51,"S49",121.92,"BASALT",50.9,0.68,15,1.1,10.1,0.22,7.3,11.4,1.5,0.53,0.13,0.01,1.1,0.01,"Basalt"
"WIDGIEMOOLTHA","LAVERTON",121.76,-28.97,380077.3,6794672,51,"7",124.35,"BASALT",47.5,1.38,14.3,2.5,10.9,0.23,5.2,10.3,3.74,0.03,0.16,0.01,3.3,0.01,"Basalt"
"WIDGIEMOOLTHA","WIDGIEMOOLTHA",121.53,-31.45,361045.7,6518664,51,"3313",128.93,"BASALT",49.4,0.71,14.3,2.5,9.1,0.27,8.9,12.6,1.65,0.13,0.07,0.01,1.6,0.1,"Basalt"
"GLENGARRY","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD3B",129.54,"BASALT",50.8,0.63,14.7,2.5,8.7,0.2,7.6,11.2,2.38,0.1,0.19,0.01,1.2,0.01,"Basalt"
"JACKSON","NORSEMAN",121.75,-32.2,382969.2,6436677,51,"C114",137.16,"BASALT",51.4,0.88,14.7,1.7,9.4,0.22,7.6,9.5,3.7,0.23,0.11,0.01,1.1,0.01,"Basalt"
"NORSEMAN","NORSEMAN",121.78,-32.19,385422.7,6437382,51,"C59",137.16,"BASALT",51.8,0.96,16.9,1.1,7.6,0.16,7,7.5,4.9,0.13,0.11,0.01,1.5,0.01,"Basalt"
"WIDGIEMOOLTHA","BOORABBIN",121.44,-31.4,351994.2,6523990,51,"5307",147.21,"BASALT",53.9,0.64,14,2.3,8.2,0.16,7.9,10.1,2.67,0.09,0.09,0.01,1.4,0.1,"Basalt"
"NORSEMAN","NORSEMAN",121.76,-32.2,383597.6,6436684,51,"C111",152.4,"BASALT",53.7,1.02,16.3,0.7,9.6,0.17,5.5,5,5,0.58,0.08,0.01,1.8,0.1,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.77,-32.19,384768.1,6437375,51,"C56",152.4,"BASALT",49.9,2.16,12.8,1.7,15.2,0.29,4.7,8.8,2.8,0.26,0.27,0.01,0.9,0.01,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.78,-32.19,385056.2,6437378,51,"C54",152.4,"BASALT",51.1,0.81,14.7,0.8,9.7,0.21,8.5,11.2,2.4,0.12,0.13,0.01,1,0.01,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.78,-32.19,385501.3,6437383,51,"C60",152.4,"BASALT",53,0.91,14.2,0.8,9.5,0.29,6,10.8,2.6,0.12,0.14,0.01,0.9,0.9,"Basalt"
"COOLGARDIE","NORSEMAN",121.8,-32.19,386896.3,6436752,51,"S49",152.4,"BASALT",50,0.64,13.7,1.3,10.1,0.22,8.5,10.7,2.6,0.22,0.15,0.01,1.2,0.01,"Basalt"
"WIDGIEMOOLTHA","LAVERTON",121.76,-28.97,380077.3,6794672,51,"7",155.14,"BASALT",46.4,1.16,14.9,3,10.3,0.25,6.1,11.7,1.97,0.03,0.16,0.01,3.3,0.8,"Basalt"
"NORSEMAN","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD2B",160.02,"BASALT",50,0.66,15.2,1.9,9.2,0.21,7.5,13.1,1.03,0.08,0.12,0.01,1.4,0.01,"Basalt"
"WIDGIEMOOLTHA","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD5B",227.07,"BASALT",50.4,0.62,15,2.6,8.8,0.19,7,12.2,1.99,0.11,0.14,0.01,1.6,0.01,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.78,-32.19,385422.7,6437382,51,"C59",228.6,"BASALT",54,0.92,15.9,1.2,6.9,0.21,4.1,12.4,2.6,0.19,0.19,0.01,1.3,0.3,"Basalt"
"NORSEMAN","BOORABBIN",121.43,-31.38,351404.5,6526446,51,"4405",174.65,"BASALT",49.7,1.84,13.3,2,14.5,0.17,5.6,8.6,3.6,0.19,0.27,0.01,1.5,0.4,"Basalt"
"JACKSON","BOORABBIN",121.43,-31.38,351404.5,6526446,51,"4405",182.88,"BASALT",50,1.82,13,2.5,14.1,0.27,5.7,8.4,3.48,0.15,0.19,0.01,1.9,0.1,"Basalt"
"KAMBALDA","NORSEMAN",121.76,-32.2,383597.6,6436684,51,"C111",182.88,"BASALT",52.9,0.88,14.9,1,8.3,0.2,5.4,10.7,3.8,0.16,0.12,0.01,1.2,0.1,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.77,-32.19,384768.1,6437375,51,"C56",182.88,"BASALT",52.1,0.99,14.3,1.8,9.4,0.27,5.4,10.8,3.2,0.13,0.12,0.01,1.3,0.1,"Basalt"
"WIDGIEMOOLTHA","NORSEMAN",121.78,-32.19,385501.3,6437383,51,"C60",182.88,"BASALT",48.8,0.91,15.3,0.9,10.8,0.22,8,8.8,3.6,0.18,0.15,0.01,1.3,0.1,"Basalt"
"KALGOORLIE","WIDGIEMOOLTHA",121.53,-31.45,360698.9,6518936,51,"4147",184.4,"BASALT",51.5,0.69,14.9,2.2,8,0.15,9.2,10.5,2.4,0.28,0.04,0.01,2.1,0.1,"Basalt"
"KAMBALDA","LAVERTON",121.76,-28.97,380077.3,6794672,51,"7",185.92,"BASALT",50.1,1.1,14.4,2.2,8.7,0.21,5.7,10,3.65,0.02,0.17,0.01,3.1,0.7,"Basalt"
"EULAMINNA","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD3B",187.45,"BASALT",50.1,0.62,14.6,2.2,8.9,0.2,7.8,12.8,1.66,0.09,0.13,0.01,1.3,0.01,"Basalt"
"WIDGIEMOOLTHA","WIDGIEMOOLTHA",121.53,-31.48,360740.4,6515826,51,"5896",206.65,"BASALT",51.5,0.7,14.1,2.2,7.9,0.21,7.5,12.8,2.81,0.21,0.08,0.01,1,0.2,"Basalt"
"KAMBALDA","NORSEMAN",121.76,-32.2,383597.6,6436684,51,"C111",213.36,"BASALT",50.6,0.93,15.3,1.5,9.6,0.22,6.6,11.2,3.1,0.24,0.17,0.01,1.2,0.01,"Basalt"
"KAMBALDA","NORSEMAN",121.78,-32.19,385501.3,6437383,51,"C60",213.36,"BASALT",51.7,0.85,15.2,1.3,9.3,0.21,6.1,10.1,3.7,0.19,0.15,0.01,1,0.3,"Basalt"
"KAMBALDA","NORSEMAN",121.8,-32.19,386896.3,6436752,51,"S49",213.36,"BASALT",55,1.02,12.7,1.7,10.3,0.3,6.1,9.5,2.3,0.19,0.15,0.01,0.8,0.01,"Basalt"
"KAMBALDA","WIDGIEMOOLTHA",121.53,-31.45,360698.9,6518936,51,"4147",216.1,"BASALT",54.3,0.71,14.3,1.8,6.6,0.19,7,11.8,2.97,0.09,0.06,0.01,1.3,0.2,"Basalt"
"KAMBALDA","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD3B",217.93,"BASALT",53.6,0.66,15.3,2.3,7.6,0.18,5.8,11.5,1.51,0.1,0.12,0.01,1.4,0.01,"Basalt"
"KAMBALDA","KALGOORLIE",121.09,-31.05,318564,6563076,51,"MD3B",217.93,"BASALT",51.7,0.67,15.6,2.6,8.4,0.19,6.2,11.5,1.87,0.1,0.13,0.01,1.3,0.01,"Basalt"
