ID,Country,State,Longitude,Latitude,Type,Rock,RockID,SiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,TiO2,CO2,H2O,As,Ba,Ce,Co,Cr,Cu,La,Ni,Pb,Sr,V,Y,Zn
D309141,USA,NA,-114.62111,37.50917,intermediate,dacite,dacite,67.6,15.1,2.88,0.04,0.94,2.37,3.09,4.41,0.18,0.52,0.61,1.11,10,1200,110,9,9,13,67,7,23,550,44,15,47
D309142,USA,NA,-114.63083,37.56472,felsic,rhyolite,rhyolite,75.3,11.9,0.9,0.08,0.19,0.38,3.67,4.86,0.05,0.13,0.15,0.94,10,18,70,1,1,6,36,2,31,4,2,47,67
D309143,USA,NA,-114.07139,37.50972,intermediate,dacite,dacite,65.5,13.5,2.49,0.04,1.25,3.54,1.81,2.45,0.12,0.34,0.12,4.25,10,970,93,6,6,16,56,3,21,1000,33,13,42
D309145,USA,NA,-113.86778,37.4975,intermediate,dacite,dacite,71.2,13.3,2.28,0.05,0.77,2.29,2.77,4.16,0.13,0.34,0.14,0.96,10,660,81,6,11,13,49,6,22,470,29,16,33
D309146,USA,NA,-113.86306,37.50056,intermediate,dacite,dacite,73.5,10.4,2.02,0.02,1.16,2.51,1.58,2.1,0.08,0.3,0.22,2.76,10,1100,57,6,13,10,38,6,15,840,29,10,25
D309148,USA,NA,-114.64639,37.62083,intermediate,dacite,dacite,72.9,13.1,1.35,0.04,0.47,1.31,3.15,4.65,0.07,0.21,0.14,1,10,460,63,3,3,6,41,2,27,230,14,11,29
D309149,USA,NA,-114.63083,37.59611,intermediate,dacite,dacite,56.3,15.6,7.07,0.11,5.33,6.73,3.36,2.69,0.49,1,0.6,0.46,10,1200,95,32,170,36,53,110,14,870,120,21,70
D309150,USA,NA,-114.57028,37.56778,felsic,rhyolite,rhyolite,76.2,8.06,0.57,0.05,0.49,1.74,0.65,2.66,0.05,0.07,0.12,4.3,10,22,46,1,1,4,24,2,21,320,2,18,41
D309151,USA,NA,-114.57778,37.57417,felsic,rhyolite,rhyolite,76.2,8.1,0.59,0.06,0.43,1.52,1.28,2.26,0.05,0.07,0.12,4.05,10,53,50,1,1,6,40,2,25,530,3,23,37
D309152,USA,NA,-114.45667,37.5975,felsic,rhyolite,rhyolite,73.4,12.1,0.82,0.07,0.16,0.57,3.11,5.12,0.05,0.09,0.21,1.84,10,13,55,1,1,5,32,2,32,11,2,23,42
D309153,USA,NA,-114.495,37.64417,intermediate,dacite,dacite,59.6,15.6,6.27,0.08,3.08,5.37,3.09,3.59,0.39,1.01,0.14,0.84,10,960,97,22,47,37,57,31,17,790,120,22,74
D309155,USA,NA,-114.5075,37.60611,felsic,rhyolite,rhyolite,69.2,11.9,0.8,0.05,1.01,1.39,2.04,4.66,0.05,0.09,0.66,3.9,10,110,58,1,1,5,37,2,25,200,4,21,46
D309157,USA,NA,-114.54778,37.58139,felsic,rhyolite,rhyolite,73.5,10.2,0.86,0.06,0.6,1.21,2.33,2.58,0.05,0.1,0.18,3.71,10,77,57,1,2,5,35,2,28,540,4,19,43
D309158,USA,NA,-114.46639,37.5775,felsic,rhyolite,rhyolite,70.2,11.9,1.05,0.03,0.87,2.37,1.8,3.19,0.05,0.15,0.14,3.81,10,340,50,2,2,5,39,2,24,530,10,8,20
D309159,USA,NA,-114.49472,37.64028,intermediate,dacite,dacite,64.2,12.8,2.7,0.04,1.26,6.55,2.65,4.77,0.14,0.41,3.73,0.3,10,620,75,9,22,34,44,13,22,370,43,19,40
D309160,USA,NA,-114.46111,37.62444,intermediate,dacite,dacite,61.2,15.7,5.48,0.1,2.77,4.9,3.53,3.08,0.28,0.74,0.09,0.74,10,970,86,18,48,33,50,21,20,730,120,19,65
D310612,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,95.8,0.54,1.02,0.02,0.1,0.11,0.15,0.13,0.05,0.62,0.06,0.33,30,2100,8,3,11,5,4,4,56,34,7,4,4
D310613,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,95.1,0.1,0.35,0.02,0.1,0.02,0.15,0.02,0.05,1.64,0.01,0.08,20,3300,8,8,5,7,4,9,51,45,4,4,4
D310614,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,90.1,0.22,2.43,0.02,0.1,0.02,0.15,0.34,0.05,3.81,0.01,0.39,30,1900,8,4,17,24,4,4,190,130,19,4,4
D310615,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,92.6,0.1,0.29,0.02,0.1,0.02,0.15,0.02,0.05,3.36,0.01,0.08,40,6700,8,9,7,2,4,8,2500,570,5,4,4
D310616,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,89.3,0.18,0.28,0.02,0.1,0.02,0.15,0.03,0.05,6.39,0.01,0.29,50,13000,8,11,29,3,4,4,310,110,61,4,4
D310617,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,96.2,0.1,0.35,0.02,0.1,0.02,0.15,0.02,0.05,1.42,0.01,0.09,50,2900,8,5,7,7,4,4,81,83,9,4,4
D310618,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,97.2,0.11,0.21,0.02,0.1,0.02,0.15,0.02,0.05,0.93,0.01,0.18,20,1200,8,2,6,2,4,4,28,26,4,4,4
D310619,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,86.5,0.23,3.33,0.02,0.1,0.03,0.15,0.33,0.05,4.98,0.01,0.57,70,850,8,2,13,8,4,4,250,78,15,4,4
D310620,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,96.2,0.27,0.42,0.02,0.1,0.02,0.15,0.02,0.05,1.64,0.01,0.15,20,2800,8,3,8,8,4,4,210,760,10,4,9
D310621,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,90.8,0.21,4.08,0.02,0.1,0.02,0.15,0.06,0.05,0.97,0.01,0.31,80,180,8,28,12,46,4,60,60,17,6,4,4
D310622,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,83.3,0.31,8.81,0.02,0.1,0.02,0.15,0.02,0.05,1.12,0.01,0.28,70,98,8,65,10,78,4,71,15,23,8,4,24
D310624,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,92.8,0.1,0.52,0.02,0.1,0.02,0.15,0.03,0.05,3.62,0.01,0.2,50,4400,8,3,8,2,4,4,410,49,6,4,4
D310625,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,90.4,0.29,4.32,0.02,0.1,0.02,0.15,0.21,0.05,1.03,0.01,0.61,180,1900,8,6,8,9,4,8,370,20,8,4,4
D310626,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,92.5,0.2,3.35,0.02,0.1,0.02,0.15,0.02,0.05,0.64,0.01,0.51,50,830,8,12,11,13,4,9,48,38,12,4,4
D310627,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,91.9,0.18,4.6,0.02,0.1,0.03,0.15,0.02,0.05,0.62,0.01,0.66,140,1000,8,12,10,16,4,17,150,28,9,4,4
D310630,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,59.4,0.74,24,0.02,0.1,0.03,0.35,1.12,0.2,0.56,0.01,3.22,830,190,8,3,19,14,4,4,520,560,84,4,31
D310631,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,57.5,16,5.4,0.02,0.79,2.25,1.4,1.8,0.13,0.56,0.01,4.29,20,210,30,21,16,6,19,14,8,620,82,4,26
D310633,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,59.2,20.9,3.46,0.02,0.52,0.34,0.37,0.57,0.17,0.89,0.01,0.96,30,1100,44,3,16,12,23,4,8,570,130,6,190
D310638,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,72.1,16.5,1.92,0.02,0.1,0.13,0.15,0.1,0.35,0.94,0.01,3.3,20,810,87,2,25,2,46,4,41,2000,140,4,4
D310640,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,55.1,20.8,5.72,0.03,1.54,0.62,1.08,1.82,0.15,0.72,0.01,5.44,20,830,54,10,25,17,29,9,8,370,95,4,74
D310641,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,58.2,16.6,3.96,0.02,1.82,0.48,0.61,1.3,0.2,0.93,0.01,6.82,20,770,50,3,25,13,30,4,8,190,110,4,26
D310643,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,92.5,0.75,0.08,0.02,0.1,0.03,0.15,0.03,0.05,1.28,0.01,1.8,50,1100,53,2,8,3,29,4,82,40,18,4,4
D310644,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,62.2,15.6,3.79,0.02,1.25,0.83,1.29,2.51,0.16,0.77,0.01,4.14,20,780,35,3,19,7,22,4,8,350,84,4,79
D310649,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,75.2,4.6,4.48,0.02,0.1,0.4,0.32,1.69,0.3,0.96,0.16,1.63,130,370,60,2,8,5,44,4,1700,1700,79,4,4
D310781,USA,NM,-108.32167,33.84833,felsic,rhyolite,rhyolite,78.9,10.2,0.93,0.02,0.26,0.49,1.84,4.93,0.05,0.13,0.01,0.58,260,38,20,3,16,4,14,4,1300,560,50,4,4
D310783,USA,NM,-108.2575,33.91778,intermediate,dacite,dacite,65.3,15.2,4.41,0.07,1,2.23,3.06,4.54,0.22,0.66,0.01,0.86,260,38,20,3,16,4,14,4,1300,560,50,4,4
D310784,USA,NM,-108.25694,33.91722,intermediate,dacite,dacite,65.1,15.4,4.55,0.11,1.05,3.06,3.53,4.28,0.29,0.66,0.01,0.55,260,38,20,3,16,4,14,4,1300,560,50,4,4
D310785,USA,NA,-109.05722,33.32639,intermediate,dacite,dacite,63,15.8,4.38,0.03,2.12,3.78,3.85,3.92,0.26,0.69,0.02,0.34,260,38,20,3,16,4,14,4,1300,560,50,4,4
D310786,USA,NA,-109.07639,33.3325,intermediate,andesite,andesite,50.9,15,7.09,0.12,4.02,7.39,2.47,4.83,0.77,1.02,1.27,1.68,260,38,20,3,16,4,14,4,1300,560,50,4,4
D310787,USA,NA,-109.10139,33.34667,intermediate,andesite,andesite,55.4,16.9,7.58,0.11,4.37,7.08,3.68,2.67,0.5,1.25,0.01,0.22,260,38,20,3,16,4,14,4,1300,560,50,4,4
D313434,USA,NA,-104.87611,38.77278,felsic,granite,granite,72.5,12.6,3.26,0.06,0.12,0.98,3.19,5.58,0.05,0.27,0.09,0.29,10,450,340,120,25,7,180,6,32,55,2,69,100
D313435,USA,NA,-104.92278,38.73333,felsic,granite,granite,69.9,13.6,3.92,0.09,0.11,1.12,4.14,5.39,0.05,0.27,0.04,0.32,10,560,300,92,29,12,160,9,32,41,2,110,120
D313436,USA,NA,-104.93194,38.75861,felsic,granite,granite,71.3,12.1,4.34,0.1,0.1,0.91,4.18,4.96,0.05,0.28,0.13,0.28,10,86,400,130,29,13,220,9,32,22,2,160,250
D313437,USA,NA,-104.98306,38.77222,felsic,granite,granite,72.8,12.2,3.3,0.05,0.11,0.74,3.71,5.2,0.05,0.23,0.02,0.25,10,190,340,120,24,7,190,6,17,17,2,130,140
D313438,USA,NA,-104.96722,38.76528,felsic,granite,granite,73.1,11.9,3.57,0.07,0.1,0.71,3.86,5.1,0.05,0.23,0.02,0.24,10,93,370,93,29,10,210,7,20,15,2,140,180
D313443,USA,NA,-105.36611,38.96667,felsic,granite,granite,67.7,13.9,4.88,0.09,0.49,2.24,3.14,5.23,0.18,0.63,0.07,0.29,10,1900,190,56,26,15,100,8,28,230,10,73,100
D313445,USA,NA,-105.34833,38.98528,felsic,granite,granite,70.1,14.3,3.17,0.1,0.1,0.54,5.08,5.38,0.05,0.18,0.01,0.18,10,180,280,29,9,6,170,3,17,12,2,62,90
D313447,USA,NA,-105.31889,38.99944,mafic,gabbro,gabbro,47.7,14.8,14,0.27,4.5,6.68,4.33,2.54,2.4,3.05,0.04,0.38,10,1500,120,33,14,15,67,7,6,640,100,52,160
D313448,USA,NA,-105.30333,39.00639,felsic,granite,granite,74.6,12,2.26,0.03,0.14,0.81,2.94,5.56,0.05,0.21,0.02,0.21,10,310,270,54,9,2,140,3,40,51,2,72,46
D313450,USA,NA,-105.24278,39.41917,felsic,granite,granite,71.6,12.7,3.75,0.07,0.11,1.14,3.24,5.62,0.05,0.27,0.08,0.27,10,450,370,70,19,13,200,7,33,47,2,94,130
D313451,USA,NA,-105.39944,39.09361,felsic,granite,granite,72.5,13.1,2.95,0.03,0.1,0.94,3.67,5.24,0.05,0.17,0.02,0.29,10,270,230,44,14,11,130,7,29,23,2,110,52
D313453,USA,NA,-105.03028,38.73528,felsic,granite,granite,73.6,12.9,2.23,0.04,0.1,0.78,3.41,5.61,0.05,0.16,0.01,0.24,10,470,220,1,12,3,120,3,41,47,2,71,91
D313852,USA,AK,-130.44167,55.11667,felsic,granite,granite,56.7,19.4,6.03,0.17,1.61,8.04,4.05,1.81,0.27,0.66,0.01,0.36,10,470,220,1,12,3,120,3,41,47,2,71,91
D313867,USA,MT,-109.53333,45.00833,felsic,granite,granite,72.9,14.7,1.23,0.02,0.56,1.93,4.13,3.54,0.09,0.16,0.17,0.12,10,470,220,1,12,3,120,3,41,47,2,71,91
D313868,USA,MT,-109.53333,45.00833,felsic,granite,granite,72.5,15,1.46,0.02,0.4,2.02,4.54,2.96,0.05,0.19,0.21,0.1,10,470,220,1,12,3,120,3,41,47,2,71,91
D313872,USA,MT,-109.5125,45.02083,felsic,granite,granite,73.2,14.9,1.49,0.02,0.53,2.23,4.51,2.23,0.05,0.1,0.11,0.12,10,470,220,1,12,3,120,3,41,47,2,71,91
D313879,USA,NA,-113.4375,38.25278,felsic,rhyolite,rhyolite,70.1,11.3,1.58,0.03,3.18,2.09,2.55,4.37,0.06,0.17,1.17,1.19,10,240,66,3,9,6,32,5,24,87,18,48,43
D313880,USA,NA,-113.43889,38.25139,felsic,rhyolite,rhyolite,75.7,11.7,1.12,0.06,0.29,0.25,2.07,6.17,0.05,0.08,0.01,0.59,10,32,87,1,1,3,41,2,41,14,3,53,62
D313881,USA,NA,-113.43917,38.25139,felsic,rhyolite,rhyolite,72.6,9.91,1.36,0.06,0.9,2.45,0.78,2.48,0.05,0.12,0.06,3.94,10,130,72,2,11,4,34,5,20,380,11,64,44
D313882,USA,NA,-113.45833,38.25278,felsic,rhyolite,rhyolite,75.1,14.8,0.27,0.02,0.14,0.25,0.55,2.45,0.05,0.05,0.08,2.38,10,7,8,1,1,3,6,2,18,20,2,3,7
D313883,USA,NA,-113.45806,38.2525,felsic,rhyolite,rhyolite,77.7,12.6,0.7,0.02,0.12,0.11,0.78,3.18,0.05,0.04,0.01,1.86,10,6,9,1,1,2,6,2,25,11,2,10,12
D313884,USA,NA,-113.4625,38.23472,felsic,rhyolite,rhyolite,77.3,11.7,1.01,0.06,0.15,0.13,3,4.37,0.05,0.03,0.01,0.54,10,22,36,1,1,2,17,2,36,13,2,28,54
D313885,USA,NA,-113.45806,38.25278,felsic,rhyolite,rhyolite,72.1,13,1.43,0.04,0.61,0.64,1.45,7.26,0.08,0.22,0.04,0.99,10,770,100,2,1,4,58,2,22,120,7,23,31
D313886,USA,NA,-113.45806,38.25278,felsic,rhyolite,rhyolite,73.7,12.8,1.03,0.06,0.36,0.61,3.12,4.83,0.05,0.02,0.01,0.62,10,7,84,1,1,4,44,2,25,10,2,100,59
D313887,USA,NA,-113.45,38.25417,felsic,rhyolite,rhyolite,69.8,13.4,1.24,0.05,0.36,1.1,2.93,4.94,0.06,0.2,0.01,2.39,10,840,110,2,2,3,60,2,28,210,8,24,36
D313888,USA,NA,-113.44722,38.25472,felsic,rhyolite,rhyolite,70.2,9.91,1.55,0.08,0.91,3.87,0.94,2.53,0.06,0.15,0.2,3.66,10,160,82,3,15,5,39,5,24,340,15,65,47
D317165,USA,CO,-105.13333,38.71667,felsic,granite,granite,70,14.1,3,0.05,0.83,2.19,3.17,4.72,0.22,0.5,0.4,0.34,20,1200,110,7,5,5,60,4,16,240,24,32,38
D318356,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,97.6,0.22,0.04,0.02,0.1,0.02,0.15,0.02,0.05,1.02,0.01,0.17,20,590,8,2,12,2,4,4,8,20,4,4,4
D318357,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,97,0.32,0.04,0.02,0.1,0.02,0.15,0.02,0.05,1.12,0.01,0.18,20,2000,8,2,6,5,4,4,20,29,5,4,4
D318360,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,94.9,0.1,0.93,0.02,0.1,0.02,0.15,0.02,0.05,0.82,0.01,0.15,40,1300,8,12,4,15,4,16,570,91,4,4,4
D318362,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,90.2,1.66,0.14,0.02,0.1,0.14,0.15,0.12,0.57,1.68,0.01,1.4,20,3500,130,3,16,5,77,4,700,3200,16,4,4
D318365,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,91.6,0.1,0.62,0.02,0.1,0.02,0.15,0.07,0.09,2.12,0.01,0.28,80,5000,8,5,8,3,4,4,430,110,6,4,4
D318366,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,87.4,0.29,5.36,0.02,0.1,0.02,0.25,0.02,0.05,1.35,0.01,0.66,170,190,8,39,13,51,4,32,220,26,8,4,6
D318367,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,96.5,0.12,0.36,0.02,0.1,0.02,0.15,0.02,0.05,1.3,0.01,0.25,20,1600,8,2,6,2,4,4,100,11,4,4,4
D318368,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,91.8,0.1,0.55,0.02,0.1,0.02,0.15,0.04,0.05,5.34,0.01,0.33,50,4700,8,3,14,2,4,4,330,27,20,4,4
D318369,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,93.7,0.82,0.99,0.02,0.1,0.02,0.15,0.22,0.13,0.73,0.01,0.55,50,1400,14,2,7,3,11,4,630,1000,11,4,4
D318370,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,95,0.1,0.27,0.02,0.1,0.02,0.15,0.03,0.05,1.31,0.01,0.54,20,7800,8,8,6,2,4,4,370,280,7,4,4
D318372,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,95.2,0.33,0.64,0.02,0.1,0.02,0.15,0.11,0.06,1.08,0.01,0.37,30,1600,8,2,6,2,7,4,110,1300,7,4,4
D318373,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,94.2,1.24,0.13,0.02,0.1,0.02,0.15,0.07,0.06,0.93,0.01,1.2,60,990,49,2,8,2,28,4,26,190,19,4,4
D318377,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,58.1,20.6,3.59,0.02,1.57,0.86,1.24,0.46,0.1,0.99,0.01,6.71,20,690,17,5,34,11,12,5,8,300,160,7,78
D318378,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,62.5,18.1,0.3,0.02,2.95,0.65,0.48,0.12,0.05,1.19,0.01,9.06,20,85,23,2,28,5,13,4,8,30,140,8,4
D318381,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,81,0.37,6.78,0.02,0.1,0.04,0.18,1.13,0.1,0.83,0.01,2,250,1100,16,2,7,2,12,4,970,620,12,4,4
D318382,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,68,16.7,1.14,0.02,1.56,0.72,0.42,0.23,0.15,0.79,0.01,6.67,20,660,43,2,27,8,29,4,8,670,85,5,29
D318383,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,65.6,16.9,1.33,0.02,1.69,0.87,0.84,1.21,0.05,1.01,0.01,6.08,20,460,27,2,31,5,15,4,8,130,140,6,200
D318386,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,49.8,0.5,23.1,0.02,0.1,0.02,2.05,0.92,0.22,0.61,0.01,3.93,660,310,8,2,12,2,11,4,55,2400,55,4,4
D318387,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,90.1,0.52,0.12,0.02,0.1,0.02,0.15,0.02,0.05,4.57,0.01,1.75,20,670,8,2,24,2,4,4,120,27,40,4,4
D319701,USA,AK,-154.11167,62.04222,felsic,granite,granite,50.4,18.4,8.63,0.11,3.41,7.72,4.16,2.11,0.56,1.4,0.39,1.64,10,450,44,20,31,3,26,11,12,500,120,24,130
D319702,USA,AK,-154.11167,62.04222,felsic,granite,granite,71.5,13.3,3.41,0.06,0.32,1.14,4.16,4.82,0.07,0.27,0.05,0.2,10,520,120,3,3,4,59,2,34,80,8,68,150
D319703,USA,AK,-154.1575,62.01528,felsic,granite,granite,72.3,13.6,2.53,0.04,0.39,1.21,3.94,4.68,0.06,0.26,0.05,0.24,10,540,100,3,3,2,56,2,15,120,11,39,63
D319704,USA,AK,-154.1575,62.01528,felsic,granite,granite,75.6,12.6,1.25,0.02,0.1,0.51,3.64,5.08,0.05,0.08,0.04,0.22,10,130,88,1,1,1,48,2,18,18,2,31,54
D319773,USA,NA,-116.43361,46.48944,mafic,gabbro,gabbro,56.7,16.1,9.78,0.15,3.67,8,2.99,0.25,0.2,0.97,0.09,0.88,10,720,50,12,5,17,27,2,4,670,250,27,120
D319775,USA,NA,-116.43167,46.49639,mafic,gabbro,gabbro,44,16.7,13.7,0.21,8.96,11.2,1.93,0.62,0.05,1.09,0.08,1.47,10,720,50,12,5,17,27,2,4,670,250,27,120
D319778,USA,NA,-116.40667,46.49667,mafic,gabbro,gabbro,52.5,19.3,7.92,0.13,5.55,9.25,3.57,0.35,0.21,0.67,0.08,0.73,10,720,50,12,5,17,27,2,4,670,250,27,120
D319790,USA,NA,-116.3975,46.49806,mafic,gabbro,gabbro,51.8,19.7,7.97,0.13,5.44,9.43,3.52,0.43,0.22,0.7,0.01,0.73,10,720,50,12,5,17,27,2,4,670,250,27,120
D319793,USA,NA,-116.3575,46.50167,mafic,gabbro,gabbro,57.6,18.6,6.5,0.1,3.59,7.4,4.08,0.7,0.22,0.71,0.08,0.47,10,720,50,12,5,17,27,2,4,670,250,27,120
D319901,USA,NA,-113.88306,39.74972,felsic,granite,granite,75.5,14.4,0.47,0.06,0.12,0.63,4.38,3.82,0.05,0.02,0.01,0.24,10,940,140,4,4,3,78,2,24,200,14,21,13
D319902,USA,NA,-113.88194,39.75056,felsic,granite,granite,75.5,14.2,0.6,0.09,0.1,0.46,4.27,3.95,0.06,0.02,0.01,0.2,10,940,140,4,4,3,78,2,24,200,14,21,13
D319903,USA,NA,-113.87444,39.75222,felsic,granite,granite,75,14.4,0.38,0.05,0.1,0.56,4.42,3.98,0.06,0.02,0.02,0.25,10,940,140,4,4,3,78,2,24,200,14,21,13
D319904,USA,NA,-113.875,39.75139,felsic,granite,granite,75.1,14.4,0.52,0.08,0.17,0.59,2.73,5,0.05,0.03,0.02,0.41,10,940,140,4,4,3,78,2,24,200,14,21,13
D319905,USA,NA,-113.87472,39.76917,felsic,granite,granite,76.9,14,0.66,0.03,0.15,0.12,0.39,5.99,0.06,0.02,0.01,0.69,10,940,140,4,4,3,78,2,24,200,14,21,13
D319906,USA,NA,-113.86944,39.75278,felsic,granite,granite,75.2,14.4,0.34,0.04,0.1,0.79,4.39,3.92,0.05,0.02,0.1,0.23,10,940,140,4,4,3,78,2,24,200,14,21,13
D319907,USA,NA,-113.86806,39.7525,felsic,granite,granite,76.4,14.5,0.74,0.07,0.16,0.41,0.87,4.8,0.05,0.02,0.05,0.76,10,940,140,4,4,3,78,2,24,200,14,21,13
D319908,USA,NA,-113.86806,39.7525,felsic,granite,granite,76.7,14.3,0.57,0.04,0.11,0.52,3.07,3.2,0.06,0.02,0.01,0.54,10,940,140,4,4,3,78,2,24,200,14,21,13
D319909,USA,NA,-113.87944,39.74639,felsic,granite,granite,73.9,16.5,1.04,0.08,0.12,0.32,0.61,5.1,0.05,0.02,0.01,0.99,10,940,140,4,4,3,78,2,24,200,14,21,13
D319911,USA,NA,-113.93111,39.79833,felsic,granite,granite,75.2,13.8,1.19,0.08,0.1,0.31,3.99,4.38,0.05,0.02,0.01,0.27,10,940,140,4,4,3,78,2,24,200,14,21,13
D319912,USA,NA,-113.91889,39.7825,felsic,granite,granite,73,14.3,2.04,0.02,0.47,1.67,3.69,3.33,0.08,0.14,0.16,0.32,10,940,140,4,4,3,78,2,24,200,14,21,13
D319913,USA,NA,-113.75,39.75,felsic,granite,granite,71.2,15.3,2.09,0.03,0.76,1.83,4.86,2.21,0.07,0.28,0.24,0.36,10,940,140,4,4,3,78,2,24,200,14,21,13
D319914,USA,NA,-113.75,39.75,felsic,granite,granite,72.8,14.4,1.33,0.04,0.32,1.17,3.84,3.46,0.06,0.11,0.72,0.38,10,940,140,4,4,3,78,2,24,200,14,21,13
D320116,USA,NA,-117.76111,38.90417,felsic,rhyolite,rhyolite,73.6,13.2,1.94,0.03,0.44,1.49,3.38,4.61,0.08,0.26,0.01,0.23,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320117,USA,NA,-117.76667,38.90833,felsic,rhyolite,rhyolite,73.5,13.2,1.9,0.02,0.4,1.33,3.18,4.42,0.16,0.25,0.01,0.46,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320118,USA,NA,-117.76944,38.91667,felsic,rhyolite,rhyolite,72.7,12.9,1.77,0.04,0.63,1.5,3.11,4.76,0.07,0.24,0.01,0.83,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320119,USA,NA,-117.73611,38.89167,felsic,rhyolite,rhyolite,72.4,12.7,1.87,0.04,0.66,1.55,3.01,4.5,0.07,0.24,0.03,1,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320120,USA,NA,-117.50139,39.17083,felsic,rhyolite,rhyolite,76.2,12.4,1.03,0.02,0.17,0.57,3.45,5.03,0.05,0.12,0.01,0.23,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320121,USA,NA,-117.5,39.17083,felsic,rhyolite,rhyolite,72.2,13.1,1.74,0.03,0.24,0.96,2.86,5.82,0.05,0.21,0.01,1.04,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320122,USA,NA,-117.9,38.58889,felsic,rhyolite,rhyolite,71.2,14.2,2.03,0.05,0.58,2.19,3.42,4.29,0.1,0.33,0.16,0.48,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320123,USA,NA,-117.88333,38.59444,felsic,rhyolite,rhyolite,72,13.3,2.42,0.02,0.73,1.52,2.77,4.48,0.08,0.28,0.01,1.15,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320124,USA,NA,-118.3,39.61667,felsic,rhyolite,rhyolite,68.4,15.9,1.77,0.03,0.54,2.03,3.58,4.73,0.15,0.43,0.01,1.05,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320125,USA,NA,-118.26667,39.62361,felsic,rhyolite,rhyolite,69.7,15.4,2.18,0.07,0.49,1.13,3.85,4.8,0.12,0.25,0.01,0.66,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320126,USA,NA,-118.2625,39.62361,felsic,rhyolite,rhyolite,60.1,17.5,3.72,0.09,1.47,3.7,4.18,3.5,0.28,0.44,1,1.59,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320127,USA,NA,-117.76667,38.91944,felsic,rhyolite,rhyolite,71.6,13.2,1.85,0.03,0.64,1.62,2.9,4.97,0.07,0.25,0.01,1.28,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320128,USA,NA,-118.25278,39.61667,felsic,rhyolite,rhyolite,65.8,15.4,4.76,0.07,1.51,2.14,2.3,4.14,0.21,0.56,0.01,1.38,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320129,USA,NA,-118.29306,39.62361,felsic,rhyolite,rhyolite,71.9,12.8,1.23,0.05,0.21,0.83,3.41,4.72,0.05,0.14,0.01,2.16,10,1100,85,10,17,14,46,5,18,550,63,23,75
