ID,Country,State,Longitude,Latitude,Type,Rock,RockID,SiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,TiO2,CO2,H2O,As,Ba,Ce,Co,Cr,Cu,La,Ni,Pb,Sr,V,Y,Zn
D320130,USA,NA,-118.29167,39.62361,felsic,rhyolite,rhyolite,68.9,15.1,2.77,0.04,0.55,1.86,3.81,4.78,0.11,0.34,0.01,0.74,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320131,USA,NA,-118.3125,39.02222,felsic,rhyolite,rhyolite,73.5,13.4,1.59,0.04,0.25,1.29,3.52,4.92,0.05,0.18,0.41,0.4,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320132,USA,NA,-118.20833,39.51667,felsic,rhyolite,rhyolite,67.6,16.2,2.26,0.02,0.53,2.08,3.91,4.6,0.13,0.42,0.27,0.95,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320133,USA,NA,-118.225,39.62222,felsic,rhyolite,rhyolite,74.6,13.2,1.25,0.02,0.27,0.75,3.43,5.22,0.05,0.14,0.01,0.22,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320134,USA,NA,-118.21667,39.62222,felsic,rhyolite,rhyolite,70.5,14.8,2.08,0.06,0.48,1.64,3.9,4.78,0.09,0.25,0.02,0.31,10,1100,85,10,17,14,46,5,18,550,63,23,75
D320306,USA,NA,-118.34639,39.19972,felsic,granite,granite,68.9,16.1,2.31,0.04,0.64,2.58,4.68,3.11,0.11,0.3,0.02,0.35,10,1200,43,4,22,6,31,2,15,680,30,4,63
D320308,USA,NA,-118.37944,39.20583,felsic,granite,granite,75.8,12.9,0.67,0.02,0.11,1.12,3.4,4.84,0.05,0.02,0.4,0.2,10,170,8,1,17,5,8,2,25,180,2,2,7
D320313,USA,NA,-118.21944,39.84861,felsic,granite,granite,73.2,13.5,2.03,0.02,0.35,0.85,4.04,4.59,0.05,0.14,0.01,0.28,10,490,69,2,35,2,36,4,14,120,11,31,34
D320314,USA,NA,-118.2075,39.84806,felsic,granite,granite,75,12.6,1.76,0.02,0.13,0.65,4.03,4.62,0.05,0.07,0.2,0.23,10,74,56,1,44,20,26,2,18,35,2,35,38
D320315,USA,NA,-118.20139,39.84583,felsic,granite,granite,75.6,12.2,1.81,0.02,0.1,0.6,3.89,4.67,0.05,0.06,0.09,0.23,190,12,88,2,31,7,44,2,23,13,2,55,45
D320316,USA,NA,-118.20833,39.84583,felsic,granite,granite,75.7,12.1,1.81,0.02,0.1,0.43,4.13,4.25,0.05,0.04,0.01,0.18,10,7,68,1,29,5,30,3,17,6,2,61,27
D320319,USA,NA,-119.27583,39.31806,felsic,granite,granite,65.8,16,3.74,0.06,1.32,3.32,3.68,3.56,0.15,0.44,0.32,0.55,10,1500,20,9,23,30,10,4,200,570,70,9,530
D320320,USA,NA,-119.28139,39.32861,felsic,granite,granite,63.8,16.9,4.29,0.06,1.84,4.22,4.37,2.41,0.16,0.53,0.04,0.4,10,1000,29,11,22,3,17,5,7,660,82,10,46
D320322,USA,NA,-118.71139,39.99028,felsic,granite,granite,68.9,16,2.19,0.02,0.66,2.97,4.33,3.19,0.12,0.32,0.1,0.29,10,960,29,5,20,11,18,3,16,580,34,4,45
D320323,USA,NA,-118.70917,39.98889,felsic,granite,granite,68.9,15.7,2.73,0.02,0.82,2.91,4.15,2.72,0.15,0.4,0.09,0.4,10,910,39,5,26,8,23,4,13,580,43,5,67
D320325,USA,NA,-119.225,40.00278,felsic,granite,granite,73.8,13.7,1.29,0.02,0.41,1.68,3.29,4.62,0.05,0.11,0.05,0.23,10,380,24,2,20,74,17,2,27,210,15,6,22
D320336,USA,NA,-118.22917,39.11556,felsic,granite,granite,72.6,14.5,1.7,0.02,0.39,1.74,4.13,3.33,0.07,0.22,0.01,0.26,10,750,26,2,20,3,17,2,17,470,20,3,36
D320340,USA,NA,-118.33167,39.03167,felsic,granite,granite,69,15.8,2.54,0.03,0.72,2.51,4.01,3.74,0.13,0.33,0.01,0.35,10,1300,31,6,15,8,18,3,16,580,34,7,61
D320344,USA,NA,-118.58444,39.13611,felsic,granite,granite,73.4,13.9,1.66,0.03,0.42,1.39,4.11,3.74,0.07,0.19,0.08,0.27,10,1400,36,3,27,1,24,2,16,200,14,7,18
D320365,USA,NA,-118.58472,39.13861,felsic,granite,granite,74,13.9,1.31,0.02,0.22,1.18,3.75,4.24,0.05,0.11,0.06,0.26,10,1400,35,2,18,4,25,2,25,220,7,7,5
D320422,Australia,NA,152.16667,-32.5,felsic,rhyolite,rhyolite,26.6,38.5,0.22,0.02,0.1,0.02,0.22,4.36,0.05,0.3,0.01,6.82,10,120,83,1,9,1,47,2,29,180,29,24,2
D322331,USA,AK,-144.3625,62.24583,intermediate,andesite,andesite,54.7,17.7,8.93,0.13,4.33,7.47,3.93,1.37,0.5,1.52,0.01,0.14,10,900,70,40,330,110,41,120,9,1300,190,16,78
D322332,USA,AK,-144.35278,62.23472,intermediate,dacite,dacite,72.2,15.6,1.59,0.08,0.51,2.18,4.97,1.96,0.12,0.17,0.01,0.07,10,900,70,40,330,110,41,120,9,1300,190,16,78
D322333,USA,AK,-144.23472,62.20833,intermediate,dacite,dacite,63.1,16.8,5.1,0.08,2.98,5.79,3.9,1.56,0.18,0.61,0.01,0.05,10,900,70,40,330,110,41,120,9,1300,190,16,78
D322335,USA,AK,-145.1125,62.35833,intermediate,dacite,dacite,62.3,16.6,5.12,0.07,3.48,5.69,3.73,2.11,0.16,0.65,0.01,0.05,10,900,70,40,330,110,41,120,9,1300,190,16,78
D322337,USA,AK,-144.37778,62.15,intermediate,andesite,andesite,53.3,17.2,9.81,0.14,4.48,7.66,3.85,1.21,0.41,1.58,0.01,0.78,10,900,70,40,330,110,41,120,9,1300,190,16,78
D322338,USA,AK,-144.40833,62.14167,intermediate,andesite,andesite,60,16.7,6.26,0.09,3.81,6.33,3.78,1.87,0.2,0.93,0.01,0.07,10,900,70,40,330,110,41,120,9,1300,190,16,78
D322792,USA,NA,-114.32278,37.85806,intermediate,dacite,dacite,69.6,14,1.73,0.04,0.56,1.29,3.52,5.22,0.05,0.35,0.01,1.53,100,1200,110,2,1,2,66,2,30,250,13,23,42
D322793,USA,NA,-114.32333,37.85806,intermediate,dacite,dacite,71.8,14.1,1.78,0.03,0.53,1.39,3.78,5.06,0.06,0.36,0.13,0.33,10,1200,110,4,3,6,62,3,32,250,12,19,38
D322794,USA,NA,-114.32444,37.85806,intermediate,dacite,dacite,70,14,1.62,0.05,0.42,1.21,3.52,5.63,0.05,0.31,0.01,1.29,10,1100,110,2,2,4,67,2,36,270,12,20,39
D322795,USA,NA,-114.325,37.85806,intermediate,dacite,dacite,72.8,13.8,1.66,0.04,0.32,1.17,3.51,5.4,0.06,0.3,0.02,0.44,10,1200,110,3,1,5,63,2,28,290,20,18,33
D322797,USA,NA,-114.49722,37.63472,intermediate,dacite,dacite,68.4,14.7,1.91,0.05,0.62,1.84,3.97,4.28,0.08,0.35,0.01,1.78,10,1100,110,4,3,7,66,2,32,400,20,19,46
D322798,USA,NA,-114.53417,37.60222,felsic,rhyolite,rhyolite,80.1,9.02,1.19,0.03,0.2,0.58,2.36,4.07,0.05,0.09,0.01,1.25,10,170,92,1,3,4,56,2,17,66,8,51,71
D322800,USA,NA,-114.485,37.60806,intermediate,dacite,dacite,69.4,11.8,1.32,0.04,1.07,2.33,1.47,3.37,0.05,0.18,0.01,4.9,10,250,57,2,8,7,34,3,29,520,17,14,28
D322801,USA,NA,-114.47,37.60722,intermediate,dacite,dacite,66.1,14.1,2.6,0.04,1.18,3.03,2.24,4.38,0.16,0.42,0.01,3.2,10,920,93,7,7,14,54,9,22,590,33,14,42
D322802,USA,NA,-114.46833,37.63,intermediate,dacite,dacite,66.6,14.5,1.75,0.02,0.7,3.2,3.37,2.29,0.07,0.33,0.01,3.25,10,1600,100,4,2,6,61,2,29,2200,17,18,39
D322803,USA,NA,-113.28972,37.56278,intermediate,dacite,dacite,62.7,15.1,4.72,0.07,2.55,4.79,3.2,3.75,0.28,0.65,0.03,0.63,10,990,88,15,42,31,52,22,20,700,85,18,52
D322804,USA,NA,-113.32806,37.51778,intermediate,dacite,dacite,72.1,12.4,1.26,0.03,0.67,1.44,2.48,5.16,0.05,0.19,0.01,1.9,10,440,65,3,3,4,42,2,26,180,14,12,21
D322805,USA,NA,-113.37667,37.51472,intermediate,dacite,dacite,62.8,15.3,5.19,0.07,2.55,4.48,3.24,4,0.3,0.78,0.01,0.83,10,830,100,16,46,29,58,24,19,650,97,19,60
D322806,USA,NA,-114.435,37.60278,felsic,rhyolite,rhyolite,73.9,12.2,0.59,0.06,0.17,0.67,3.31,4.82,0.05,0.07,0.01,1.82,10,55,43,1,1,1,25,2,35,84,2,18,26
D322807,USA,NA,-114.47389,37.6425,intermediate,dacite,dacite,64.7,14.9,4.24,0.06,1.97,3.67,3.13,4.25,0.23,0.65,0.01,1.22,10,1000,94,15,23,25,54,17,21,510,73,20,56
D322808,USA,NA,-114.48556,37.61806,intermediate,dacite,dacite,70.7,14.8,1.88,0.04,0.32,1.26,3.79,5.39,0.06,0.33,0.17,0.41,10,1200,110,3,6,5,63,2,27,350,18,17,39
D322813,USA,NA,-114.49639,37.56444,felsic,rhyolite,rhyolite,75,11.7,2.68,0.07,0.14,0.31,4.25,4.79,0.05,0.19,0.06,0.21,10,46,250,1,1,2,140,2,28,15,2,58,160
D322814,USA,NA,-114.67056,37.57222,felsic,rhyolite,rhyolite,76.3,11.7,1.96,0.04,0.21,0.22,3.99,4.62,0.05,0.13,0.01,0.48,10,57,140,1,1,3,77,2,19,21,17,44,98
D322815,USA,NA,-114.54778,37.58139,felsic,rhyolite,rhyolite,70.3,11.2,0.86,0.08,0.4,1.92,2.01,3.68,0.05,0.1,0.01,4.95,10,65,66,1,1,1,38,2,38,27,3,25,50
D322817,USA,NA,-114.63611,37.58417,intermediate,dacite,dacite,67.7,14.6,2.93,0.05,1.05,3.25,3.19,4.31,0.16,0.46,0.43,0.89,10,1000,100,7,6,8,65,5,21,600,39,15,43
D322818,USA,NA,-114.43806,37.59639,intermediate,dacite,dacite,73.1,12.6,0.77,0.03,0.67,0.94,2.43,5.18,0.05,0.11,0.01,2.2,10,96,53,1,1,4,37,2,29,65,4,7,11
D322819,USA,NA,-114.73556,37.55722,intermediate,dacite,dacite,71.3,14,2.45,0.05,0.78,2.03,3.38,4.27,0.13,0.39,0.01,0.64,10,860,87,6,6,8,54,4,25,410,31,13,39
D323622,USA,NA,-114.95056,41.16722,intermediate,andesite,andesite,61.9,16.4,5.67,0.02,1.57,3.66,3.89,3.91,0.16,0.55,0.73,1.4,10,1400,65,5,2,2,38,2,4,400,13,18,64
D323624,USA,NA,-114.90111,41.20083,felsic,rhyolite,rhyolite,75.6,12.1,1.61,0.02,0.1,1.07,2.81,5.03,0.07,0.34,0.01,0.5,10,1400,65,5,2,2,38,2,4,400,13,18,64
D323636,USA,NA,-112.21833,40.28083,felsic,rhyolite,rhyolite,75,13.2,1.01,0.02,0.3,0.77,0.94,4.98,0.05,0.06,0.47,6.16,10,1400,65,5,2,2,38,2,4,400,13,18,64
D323638,USA,NA,-112.20194,40.30611,felsic,rhyolite,rhyolite,75.4,13.4,0.52,0.02,0.32,0.36,1.57,4.65,0.05,0.06,0.01,2.05,10,1400,65,5,2,2,38,2,4,400,13,18,64
D323639,USA,NA,-112.21861,40.31167,felsic,rhyolite,rhyolite,76.2,13.1,0.58,0.02,0.28,0.49,2.08,4.64,0.05,0.07,0.01,1.55,10,1400,65,5,2,2,38,2,4,400,13,18,64
D323928,Antarctica,NA,-63.43333,-71.53333,mafic,gabbro,gabbro,49.3,19.4,6.19,0.12,10.2,11.9,1,0.2,0.05,0.08,0.02,0.88,10,69,4,43,640,41,4,130,6,120,170,3,39
D323931,Antarctica,NA,-64.68333,-72.28333,felsic,granite,granite,71.4,14.5,3.36,0.04,0.74,2.84,3.93,2.19,0.09,0.4,0.01,0.28,10,530,82,6,1,1,46,2,19,130,30,17,45
D323932,Antarctica,NA,-61.73333,-71.58333,mafic,gabbro,gabbro,42.7,15.4,15.8,0.2,9.85,12.8,0.96,0.28,0.05,1.18,0.08,1.03,10,69,4,76,110,160,5,53,4,340,630,6,77
D323933,Antarctica,NA,-65.08333,-72.03333,mafic,gabbro,gabbro,64.4,16.4,3.79,0.07,2.8,5.21,3.78,1.91,0.12,0.4,0.02,0.46,10,590,30,14,58,1,19,51,18,580,67,10,44
D323934,Antarctica,NA,-64.9,-72.26667,mafic,gabbro,gabbro,45.4,19.7,7.3,0.13,12.3,10.7,0.86,0.44,0.05,0.07,0.09,2.06,10,97,4,56,400,36,2,200,13,180,110,2,52
D323935,Antarctica,NA,-62.66667,-72.36667,felsic,granite,granite,69.8,15.3,2.61,0.07,0.87,3.06,3.7,3.48,0.09,0.29,0.02,0.35,10,510,41,5,7,1,24,4,23,360,31,26,43
D323938,Antarctica,NA,-62.96667,-71.81667,intermediate,dacite,dacite,73.9,13.7,2.71,0.04,0.79,1.6,2.8,3.49,0.05,0.21,0.25,0.32,10,650,67,8,12,26,43,8,15,81,25,14,31
D323939,Antarctica,NA,-64.9,-72.03333,intermediate,andesite,andesite,60.7,16.3,6.89,0.11,3.03,5.92,2.84,2.51,0.16,0.7,0.01,0.39,10,690,60,20,23,33,34,14,16,340,130,33,68
D323940,Antarctica,NA,-61.43333,-72.11667,mafic,basalt,basalt,45.9,15.4,12.6,0.19,8.79,9.93,2.34,0.33,0.12,1.1,0.64,1.48,10,110,7,59,150,97,6,170,4,170,250,21,80
D323941,Antarctica,NA,-66.56667,-73.41667,intermediate,dacite,dacite,72.7,13.9,2.03,0.07,0.55,1.48,4.34,3.23,0.06,0.27,0.04,0.48,10,540,68,4,1,1,39,2,19,160,22,26,35
D323942,Antarctica,NA,-66.56667,-73.41667,intermediate,dacite,dacite,63.9,16.1,4.41,0.12,1.41,4.02,4.21,2.63,0.24,0.74,0.01,0.82,10,700,61,7,1,3,33,2,15,350,59,33,79
D323944,Antarctica,NA,-64.61667,-72.05,intermediate,dacite,dacite,65.8,15.8,4.04,0.1,1.47,3.55,3.65,3.36,0.14,0.45,0.12,0.52,10,810,65,9,6,12,37,3,27,340,59,27,55
D324784,Mexico,NA,-111.2,28.53333,mafic,basalt,BASALT,54.2,16.7,7.63,0.11,5.16,8.95,3.56,1.37,0.42,1.34,0.01,0.23,10,775,58,46,138,45,31,48,8,976,181,23,83
D324786,Mexico,NA,-109.78333,28.96667,mafic,basalt,BASALT,54,17.4,8.22,0.14,1.97,6.4,3.66,2.79,0.62,1.23,0.15,1.32,20,1450,118,36,70,29,68,41,15,770,146,37,95
D324787,Mexico,NA,-108.88333,28.66667,felsic,rhyolite,RHYOLITE,74.3,15.8,2.4,0.05,0.12,0.03,0.15,0.3,0.05,0.36,0.01,2.82,20,245,61,2,27,11,33,2,32,112,202,14,36
D324789,Mexico,NA,-108.88333,28.81667,felsic,rhyolite,RHYOLITE,73.6,12.7,1.44,0.02,0.2,0.1,0.7,8.88,0.05,0.2,0.01,0.46,20,883,43,2,1,5,29,2,13,104,21,11,8
D324790,Mexico,NA,-109.8,28.96667,felsic,rhyolite,RHYOLITE,57.6,16.1,2.08,0.08,1.78,4.22,2.52,7.33,0.05,0.27,2.75,2.3,10,1270,59,7,1,4,31,4,20,296,16,28,36
D324791,Mexico,NA,-109.83333,28.9,felsic,granite,granite,70.8,14.4,2.38,0.04,0.96,2.5,3.53,3.46,0.09,0.28,0.41,0.46,10,884,48,6,4,5,31,3,9,293,33,10,26
D324792,Mexico,NA,-109.8,28.93333,felsic,rhyolite,rhyolite,57.1,18.2,6.04,0.02,3.67,1.76,5.96,2.33,0.2,0.64,0.82,1.62,10,1060,40,16,17,2,24,11,4,444,97,11,17
D324793,Mexico,NA,-110.36667,28.46667,intermediate,dacite,DACITE,34,6.15,1.08,0.02,0.83,30.8,1.13,2.11,0.05,0.09,24,0.49,10,448,39,2,1,2,26,2,7,249,6,18,29
D324794,Mexico,NA,-109.8,28.96667,felsic,rhyolite,RHYOLITE,61.5,12.2,5.02,0.11,1.49,5.64,1.52,2.92,0.26,0.72,3.72,2.47,30,1130,58,14,39,25,33,15,20,450,95,17,72
D324795,Mexico,NA,-109.83333,28.78333,mafic,basalt,BASALT,50.1,17.4,10.5,0.12,3.14,2.72,0.85,9.46,0.64,1.71,0.01,1.44,30,1170,79,31,95,10,47,43,8,1550,238,27,80
D324796,Mexico,NA,-108.88333,28.7,felsic,rhyolite,RHYOLITE,70.3,13.9,3.85,0.02,0.12,0.15,0.28,0.59,0.22,0.66,0.01,2.81,70,101,37,1,5,13,19,3,37,618,85,3,2
D325146,Indonesia,NA,105.41667,-6.06,mafic,basalt,basalt,54.1,17.9,9.54,0.18,4.59,9.08,3.33,0.79,0.32,1.12,0.01,0.13,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325149,USA,NA,-114.735,32.82917,felsic,granite,granite,56.1,17,7.74,0.15,3.12,6.88,3.62,2.98,0.41,0.72,0.19,0.45,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325150,USA,NA,-114.93333,33.03889,felsic,granite,granite,70.7,14.7,2.35,0.04,0.85,2.51,3.72,3.18,0.1,0.34,0.21,0.43,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325151,USA,NA,-114.83333,33.78333,felsic,granite,granite,66.8,15.1,3.79,0.06,1.33,3.2,3.5,3.9,0.16,0.5,0.42,0.48,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325152,USA,NA,-114.63556,32.94722,felsic,granite,granite,77.2,11.8,0.48,0.02,0.1,0.55,1.92,6.82,0.05,0.07,0.34,0.23,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325153,USA,NA,-114.73333,32.78889,felsic,granite,granite,63.7,15.7,5.36,0.09,2.03,4.34,2.92,4.03,0.18,0.58,0.11,0.47,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325154,USA,NA,-114.93333,33.12167,felsic,granite,granite,70.6,14.8,2.47,0.04,0.93,2.72,3.72,3.16,0.1,0.36,0.26,0.42,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325155,USA,NA,-114.63917,33.12083,felsic,granite,granite,60.3,17.6,5.7,0.1,2.14,5.36,3.84,2.55,0.24,0.69,0.29,0.49,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325156,USA,NA,-114.6125,33.10972,felsic,granite,granite,75.5,12.8,1.16,0.02,0.31,0.82,3.04,5.12,0.05,0.15,0.01,0.16,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325182,USA,NA,-114.80833,32.9,felsic,granite,granite,69.2,15.1,2.57,0.06,0.85,2.73,3.74,4.42,0.11,0.32,0.01,0.09,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325183,USA,NA,-114.8,32.9,felsic,granite,granite,76.9,12,1.22,0.02,0.33,0.92,2.95,4.79,0.05,0.15,0.14,0.08,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325190,USA,NA,-114.76667,32.825,felsic,granite,granite,73,13.7,1.62,0.02,0.51,1.92,2.86,4.98,0.05,0.22,0.01,0.15,20,1520,4,4,2,3,2,7,34,20,2,2,17
D325192,USA,NA,-114.60833,33.09583,felsic,granite,granite,65.7,17.4,3.01,0.08,1.27,4.66,4.26,1.87,0.19,0.33,0.09,0.25,20,1520,4,4,2,3,2,7,34,20,2,2,17
D327662,USA,NV,-118.71333,41.95056,mafic,basalt,basalt,53.8,14.4,11.5,0.19,3.39,6.94,3.53,1.97,0.59,2.31,0.01,0.88,20,673,58,31,3,87,32,14,8,410,276,37,107
D327674,USA,NV,-118.63389,41.58889,intermediate,andesite,andesite,55.9,16.3,8.64,0.14,3.98,6.58,3.74,1.83,0.31,1.05,0.05,1.14,20,624,34,24,44,50,20,14,8,516,204,22,80
D327716,Poland,NA,22.83333,53.75,ultramafic,pyroxenite,pyroxenite,38.9,3.11,20.1,0.26,10.4,18.2,0.84,0.29,1.35,7.08,0.7,0.23,10,125,86,84,317,262,58,113,4,403,586,23,147
D327721,Poland,NA,22.83333,53.75,ultramafic,pyroxenite,pyroxenite,35.2,5.67,20.8,0.29,8.34,16.2,1.5,1.2,1.45,7.1,3,0.4,10,535,118,78,60,527,75,49,8,853,668,29,206
D327723,Poland,NA,22.83333,53.75,ultramafic,pyroxenite,pyroxenite,36.6,8.23,17.9,0.28,6.4,15.5,2.25,1.6,1.43,6.07,2.65,0.72,10,863,253,59,56,211,133,34,4,2860,515,53,190
D327726,USA,CA,-115.75,35.16667,ultramafic,pyroxenite,pyroxenite,47.7,9.35,16.1,0.22,16.8,7.58,1.2,0.06,0.05,2.65,0.03,0.1,10,863,253,59,56,211,133,34,4,2860,515,53,190
D327727,USA,CA,-115.75,35.16667,mafic,gabbro,gabbro,50.5,17.1,7.99,0.12,8.46,11.5,2.93,0.23,0.05,1.28,0.34,0.1,10,863,253,59,56,211,133,34,4,2860,515,53,190
D327728,USA,CA,-115.75,35.16667,mafic,gabbro,gabbro,44.8,18.6,12.6,0.1,5.81,11.1,3.18,0.34,0.08,3.94,0.1,0.1,10,863,253,59,56,211,133,34,4,2860,515,53,190
D327729,USA,CA,-115.75,35.16667,ultramafic,pyroxenite,pyroxenite,42.2,9.41,15.8,0.18,12.7,16.3,0.97,0.02,0.05,3.37,0.13,0.08,10,863,253,59,56,211,133,34,4,2860,515,53,190
D327730,USA,CA,-115.75,35.16667,mafic,gabbro,gabbro,42.2,11.8,15.4,0.16,10.6,15.3,1.42,0.08,0.05,3.72,0.3,0.1,10,863,253,59,56,211,133,34,4,2860,515,53,190
D327732,USA,CA,-115.75,35.16667,mafic,gabbro,gabbro,52.1,10.2,11.7,0.18,17.7,6.52,1.59,0.12,0.05,0.64,0.13,0.11,10,863,253,59,56,211,133,34,4,2860,515,53,190
D329638,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,92.5,0.63,1,0.02,0.1,0.02,0.15,0.12,0.05,2.4,0.01,0.4,40,384,4,1,47,3,2,2,102,67,6,3,2
D329640,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,86.6,0.25,0.23,0.02,0.1,0.02,0.15,0.05,0.05,7.93,0.01,0.37,50,1160,4,7,19,6,2,2,73,82,30,8,2
D329641,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,92.6,0.14,0.84,0.02,0.1,0.02,0.15,0.02,0.05,3.86,0.01,0.22,40,230,4,6,15,5,2,10,203,52,13,4,2
D329642,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,85.3,0.95,5.28,0.02,0.1,0.04,0.19,0.03,0.06,1.45,0.01,2.35,320,1200,7,2,14,7,3,2,4,143,75,2,3
D329646,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,69.4,17.5,2.58,0.02,0.1,0.07,0.15,0.07,0.09,1.07,0.01,4.7,10,1000,65,1,14,18,37,2,9,362,87,8,2
D329647,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,83.6,3.46,4.24,0.02,0.1,0.07,0.15,0.53,0.34,0.93,0.01,1.89,90,206,82,1,37,7,51,2,49,1870,65,8,2
D329648,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,59.3,17.2,4.47,0.02,1.48,0.3,0.15,2.57,0.18,0.69,0.01,5.93,20,36,53,60,32,13,29,18,13,281,99,10,19
D329649,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,29.7,14.4,25.3,0.02,0.5,0.05,0.15,0.11,0.18,0.57,0.01,7.53,80,10,19,64,47,9,10,16,8,228,234,2,80
D329650,USA,NA,-117.96667,38.75,intermediate,dacite,dacite,53.8,17.7,6.14,0.07,3.93,5.76,3.19,0.66,0.36,0.78,0.01,4.09,10,843,49,15,29,14,30,12,12,875,122,17,80
D329651,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,87.1,0.4,3.66,0.02,0.1,0.02,0.15,0.26,0.05,2.74,0.01,0.71,10,845,49,14,29,14,30,13,12,874,121,17,80
D329652,USA,NA,-117.96667,38.75,intermediate,andesite,andesite,57.8,17.3,6.55,0.2,2.55,6.14,3.67,2.05,0.4,0.85,0.01,1.05,10,997,45,35,33,17,27,16,10,994,140,17,147
D329653,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,93,0.16,0.21,0.02,0.1,0.02,0.15,0.02,0.05,2.51,0.01,0.24,40,787,7,1,9,2,2,2,100,91,12,8,2
D329655,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,95.7,0.45,0.39,0.02,0.1,0.02,0.15,0.02,0.05,1.12,0.01,0.34,20,1360,14,2,20,1,10,2,195,377,7,2,2
D329657,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,89,0.64,5,0.02,0.1,0.02,0.15,0.02,0.05,0.58,0.01,0.35,50,102,4,48,22,55,2,38,22,14,6,2,2
D329658,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,90.2,0.62,4.16,0.02,0.1,0.02,0.15,0.02,0.05,1.18,0.01,0.38,50,197,4,29,22,116,2,26,39,32,3,2,2
D329660,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,92.2,0.17,1.7,0.02,0.1,0.02,0.17,0.03,0.05,2.05,0.01,0.56,90,238,4,1,11,1,2,2,139,31,9,3,2
D329661,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,95.1,0.45,0.04,0.02,0.1,0.02,0.15,0.04,0.05,1.22,0.01,1.03,20,1740,6,2,6,1,5,2,207,226,9,2,2
D329662,USA,NA,-117.96667,38.75,felsic,rhyolite,rhyolite,88.9,0.13,0.2,0.02,0.1,0.02,0.15,0.02,0.05,7.03,0.01,0.18,50,1270,4,5,13,4,3,2,251,98,17,5,2
D329899,USA,WA,-118.7375,48.66389,intermediate,dacite,dacite,51.6,14.7,5.78,0.09,4.06,5.06,1.88,2.92,0.5,1.1,8.93,2.87,30,1310,85,18,80,40,48,33,15,610,127,25,44
D329900,USA,WA,-118.7375,48.66389,intermediate,dacite,dacite,55,14.1,5.17,0.09,2.93,4.87,1.25,3.94,0.44,0.83,8.22,2.05,10,1000,81,11,33,22,47,19,12,361,103,22,73
D329907,USA,WA,-118.55222,48.975,intermediate,dacite,dacite,41.2,12.2,9.42,0.24,3.73,9.72,3.85,3.62,0.65,0.83,15,0.34,10,550,29,29,5,321,18,9,15,785,250,17,65
D329910,USA,WA,-118.54722,48.71111,intermediate,dacite,dacite,64.4,15.5,4.21,0.06,2.36,3.99,3.87,3.05,0.25,0.59,0.08,0.57,10,1310,66,13,72,19,39,21,15,858,79,14,58
D331014,USA,NA,-114.49111,37.62694,intermediate,dacite,dacite,67.3,14.8,2.06,0.05,0.62,2.11,3.31,5.02,0.08,0.35,0.02,1.72,10,1430,109,5,5,10,61,3,31,556,24,19,44
D331015,USA,NA,-114.75056,37.565,intermediate,dacite,dacite,70.2,14.3,2.53,0.03,0.84,2.05,3.35,4.4,0.14,0.41,0.01,0.37,10,993,94,7,7,8,54,5,23,440,38,14,46
D331016,USA,NA,-114.75111,37.51861,intermediate,dacite,dacite,65.8,14.8,4.3,0.07,1.88,2.44,3.31,4.15,0.31,0.69,0.01,0.76,10,1050,111,14,41,23,59,33,25,617,73,19,70
D331017,USA,NA,-113.34083,37.5675,intermediate,dacite,dacite,64.7,15.1,4.8,0.07,2.08,4.33,3.19,3.81,0.25,0.64,0.01,0.21,10,1080,93,16,45,33,52,23,23,736,89,19,57
D331018,USA,NA,-114.50083,37.65694,intermediate,dacite,dacite,59.4,15.7,5.67,0.05,2.63,5.17,2.99,3.52,0.36,0.86,0.04,1.55,10,1060,108,17,60,53,60,29,22,839,119,21,67
